date_id,T_name,T_irret,T_close,T_settle,TF_name,TF_irret,TF_close,TF_settle,FutYHret,quan90,quan80,quan70,quan60,quan50,quan40,quan30,quan20,quan10,position_T90,position_TF90,position_T80,position_TF80,position_T70,position_TF70,position_T60,position_TF60,position_T,position_TF,lag_position_T,lag_position_TF,ZHJE,XNJZ,KCSS,XZZJ,position_T_ZS,position_TF_ZS,MAXJZ,MINJZ,ismax,Drawdowns,FCSY
2016/1/28,T1603.CFE,0.030033333,99.965,99.955,TF1603.CFE,0.0285,100.58,100.57,15.33,20.03,17.33,16.67,16.33,16.0,15.67,15.33,15.0,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1042497,1042497,10,0.30541382852900295,-3.0,6.0,1048498,1042497,1,0.005723425318884728,0.0
2016/1/29,T1603.CFE,0.029433333,100.365,100.34,TF1603.CFE,0.027966667,100.79,100.78,14.67,19.4,17.07,16.67,16.33,16.0,15.67,15.33,15.0,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1052997,1052997,10,0.3109040196695717,-3.0,6.0,1052997,1052997,0,0.0,0.0
2016/2/1,T1603.CFE,0.0295,100.34,100.31,TF1603.CFE,0.028066667000000003,100.76,100.75,14.33,19.03,17.0,16.67,16.33,15.84,15.53,15.23,15.0,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1043996,1043996,10,0.3051697516082437,-3.0,6.0,1052997,1043996,1,0.00854798256785157,0.0
2016/2/2,T1603.CFE,0.0301,99.92,99.94,TF1603.CFE,0.0286,100.54,100.545,15.0,18.43,17.0,16.67,16.33,15.67,15.33,15.0,15.0,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1031996,1031996,10,0.2985205369013058,-3.0,6.0,1052997,1031996,1,0.0199440264312244,0.0
2016/2/3,T1603.CFE,0.0299,100.07,100.035,TF1603.CFE,0.028466667,100.62,100.6,14.33,18.43,17.0,16.67,16.33,15.67,15.33,15.0,14.93,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1036495,1036495,10,0.30118331492192435,-3.0,6.0,1052997,1031996,1,0.0199440264312244,0.0043595130213683
2016/2/4,T1603.CFE,0.0296,100.25,100.24,TF1603.CFE,0.028133332999999996,100.735,100.72,14.67,18.43,17.0,16.67,16.33,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1046995,1046995,10,0.30736631980095414,-3.0,6.0,1052997,1031996,1,0.0199440264312244,0.014533971061903342
2016/2/5,T1606.CFE,0.030333332999999997,99.66,99.705,TF1606.CFE,0.0289,100.405,100.425,14.33,18.43,17.0,16.43,16.33,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1030494,1030494,10,0.29833652597686156,-3.0,6.0,1052997,1030494,1,0.0213704312547899,0.0
2016/2/15,T1606.CFE,0.0298,100.185,100.12,TF1606.CFE,0.028266667000000002,100.69,100.66,15.33,18.43,17.0,16.33,16.13,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1046993,1046993,10,0.3077776069180979,-3.0,6.0,1052997,1030494,1,0.0213704312547899,0.016010767651242996
2016/2/16,T1606.CFE,0.0302,99.77,99.82,TF1606.CFE,0.028733333,100.47,100.485,14.67,18.43,16.74,16.33,16.0,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1031993,1031993,10,0.298937105193543,-3.0,6.0,1052997,1030494,1,0.0213704312547899,0.0014546421425064096
2016/2/17,T1606.CFE,0.0302,99.78,99.805,TF1606.CFE,0.0288,100.46,100.465,14.0,18.13,16.67,16.33,16.0,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1024492,1024492,10,0.2939447062544167,-3.0,6.0,1052997,1024492,1,0.02707035252712021,0.0
2016/2/18,T1606.CFE,0.0301,99.89,99.89,TF1606.CFE,0.028633332999999997,100.53,100.515,14.67,18.13,16.67,16.33,16.0,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1028992,1028992,10,0.29668257867894005,-3.0,6.0,1052997,1024492,1,0.02707035252712021,0.00439242082905479
2016/2/19,T1606.CFE,0.0302,99.765,99.8,TF1606.CFE,0.028733333,100.46,100.475,14.67,18.13,16.67,16.33,16.0,15.67,15.33,15.0,14.67,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1031991,1031991,10,0.29900551458297603,-3.0,6.0,1052997,1024492,1,0.02707035252712021,0.007319725288240416
2016/2/22,T1606.CFE,0.030366667000000003,99.695,99.7,TF1606.CFE,0.028933333,100.39,100.4,14.33,18.13,16.67,16.33,16.0,15.5,15.33,15.0,14.6,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1016991,1016991,10,0.2891972495331816,-3.0,6.0,1052997,1016991,1,0.034193829612050176,0.0
2016/2/23,T1606.CFE,0.0304,99.605,99.645,TF1606.CFE,0.028999999999999998,100.35,100.38,14.0,18.13,16.67,16.33,16.0,15.33,15.2,15.0,14.33,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1021490,1021490,10,0.2924688445310282,-3.0,6.0,1052997,1016991,1,0.034193829612050176,0.0044238346258718125
2016/2/24,T1606.CFE,0.0305,99.51,99.6,TF1606.CFE,0.028966667,100.35,100.395,15.33,18.13,16.67,16.33,16.0,15.33,15.2,15.0,14.33,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1043990,1043990,10,0.30761405760591576,-3.0,6.0,1052997,1016991,1,0.034193829612050176,0.02654792421958503
2016/2/25,T1606.CFE,0.0307,99.345,99.41,TF1606.CFE,0.0292,100.28,100.315,15.0,18.13,16.67,16.33,16.0,15.33,15.0,15.0,14.33,13.97,0,0,-1,2,-1,2,-1,2,-3,6,-3.0,6.0,1052990,1052990,10,0.31407895611544256,-3.0,6.0,1052997,1016991,1,0.034193829612050176,0.035397560057070315
2016/2/26,T1606.CFE,0.030733332999999998,99.42,99.375,TF1606.CFE,0.029033332999999998,100.405,100.36,17.0,18.13,16.74,16.33,16.0,15.33,15.0,15.0,14.33,13.97,0,0,1,-2,1,-2,1,-2,3,-6,-3.0,6.0,1090490,1090490,10,0.3373694394263129,-3.0,6.0,1090490,1090490,0,0.0,0.0
2016/2/29,T1606.CFE,0.0307,99.46,99.425,TF1606.CFE,0.028833333,100.475,100.44,18.67,18.74,16.74,16.33,16.0,15.33,15.0,15.0,14.33,13.97,0,0,1,-2,1,-2,1,-2,3,-6,3.0,-6.0,1057490,1057490,10,0.3161467247917238,3.0,-6.0,1090490,1057490,1,0.030261625507799247,0.0
2016/3/1,T1606.CFE,0.0308,99.385,99.35,TF1606.CFE,0.028633332999999997,100.58,100.52,21.67,19.4,17.0,16.33,16.0,15.33,15.0,15.0,14.33,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,3.0,-6.0,986990,986990,10,0.26671597483257176,3.0,-6.0,1090490,986990,1,0.09491146181991582,0.0
2016/3/2,T1606.CFE,0.031033333,99.135,99.15,TF1606.CFE,0.028933333,100.405,100.41,21.0,20.03,17.0,16.33,16.0,15.33,15.2,15.0,14.33,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,994990,10,1.0,0.0,0.0,1090490,986990,1,0.09491146181991582,0.00810545192960415
2016/3/3,T1606.CFE,0.031233333,98.96,98.96,TF1606.CFE,0.0294,100.215,100.215,18.33,20.03,17.07,16.33,16.0,15.5,15.33,15.0,14.33,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1074989,10,1.0,0.0,0.0,1090490,986990,1,0.09491146181991582,0.08915895804415445
2016/3/4,T1606.CFE,0.031133333,99.085,99.055,TF1606.CFE,0.0291,100.37,100.34,20.33,20.33,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1012989,10,1.0,0.0,0.0,1090490,986990,1,0.09491146181991582,0.02634170558972229
2016/3/7,T1606.CFE,0.031566667,98.695,98.695,TF1606.CFE,0.0297,100.1,100.115,18.67,20.33,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1048989,10,1.0,0.0,0.0,1090490,986990,1,0.09491146181991582,0.06281623927294096
2016/3/8,T1606.CFE,0.031433333,98.82,98.8,TF1606.CFE,0.0295,100.235,100.2,19.33,19.43,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1022988,10,1.0,0.0,0.0,1090490,986990,1,0.09491146181991582,0.036472507320236276
2016/3/9,T1606.CFE,0.031033333,99.135,99.125,TF1606.CFE,0.028833333,100.41,100.435,22.0,19.43,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,964988,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.0
2016/3/10,T1606.CFE,0.0308,99.42,99.355,TF1606.CFE,0.0286,100.57,100.535,22.0,19.43,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,976988,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.012435387797568467
2016/3/11,T1606.CFE,0.0304,99.79,99.64,TF1606.CFE,0.028233333,100.76,100.685,21.67,20.33,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,970987,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.00621665761646777
2016/3/14,T1606.CFE,0.0305,99.65,99.61,TF1606.CFE,0.028233333,100.69,100.67,22.67,20.36,17.4,16.67,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,970987,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.00621665761646777
2016/3/15,T1606.CFE,0.030366667000000003,99.71,99.7,TF1606.CFE,0.028266667000000002,100.685,100.665,21.0,20.7,17.67,16.67,16.13,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1010986,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.04766691399271286
2016/3/16,T1606.CFE,0.0301,99.985,99.935,TF1606.CFE,0.027966667,100.8,100.775,21.33,21.0,17.74,16.67,16.13,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1016986,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.0538846078914971
2016/3/17,T1606.CFE,0.0303,99.695,99.73,TF1606.CFE,0.0283,100.63,100.65,20.0,21.0,18.0,16.67,16.33,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1034986,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.0725376895878498
2016/3/18,T1606.CFE,0.0304,99.68,99.685,TF1606.CFE,0.028266667000000002,100.655,100.66,21.33,21.0,18.07,16.67,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1008986,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.045594349359784785
2016/3/21,T1606.CFE,0.0306,99.51,99.51,TF1606.CFE,0.0287,100.54,100.5,19.0,21.0,18.4,16.67,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1066985,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.10569768743238257
2016/3/22,T1606.CFE,0.030433332999999996,99.625,99.62,TF1606.CFE,0.028433332999999998,100.63,100.605,20.0,21.0,18.67,16.77,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1026984,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.06424535849150456
2016/3/23,T1606.CFE,0.0304,99.645,99.67,TF1606.CFE,0.028366667,100.62,100.62,20.33,21.0,18.74,16.77,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1034983,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.07253458074090041
2016/3/24,T1606.CFE,0.0302,99.855,99.86,TF1606.CFE,0.028066667000000003,100.72,100.74,21.33,21.0,19.07,17.0,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,1014983,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.05180893441161963
2016/3/25,T1606.CFE,0.0302,99.815,99.825,TF1606.CFE,0.028033332999999997,100.775,100.765,21.67,21.03,19.46,17.0,16.33,15.84,15.33,15.0,14.67,14.0,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,980982,10,1.0,0.0,0.0,1090490,964988,1,0.11508771286302488,0.016574299369525838
2016/3/28,T1606.CFE,0.0304,99.615,99.64,TF1606.CFE,0.028133332999999996,100.71,100.72,22.67,21.33,20.0,17.1,16.33,16.0,15.33,15.0,14.67,14.0,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,942982,10,1.0,0.0,0.0,1090490,942982,1,0.13526763198195307,0.0
2016/3/29,T1606.CFE,0.0302,99.805,99.8,TF1606.CFE,0.0274,101.0,101.0,28.0,21.33,20.07,17.33,16.33,16.0,15.33,15.0,14.67,14.0,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,782981,10,1.0,0.0,0.0,1090490,782981,1,0.2819915817659951,0.0
2016/3/30,T1606.CFE,0.0302,99.8,99.795,TF1606.CFE,0.0272,101.075,101.075,30.0,21.36,20.33,17.43,16.47,16.0,15.33,15.0,14.67,14.3,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,720980,10,1.0,0.0,0.0,1090490,720980,1,0.3388476739814212,0.0
2016/3/31,T1606.CFE,0.0302,99.8,99.8,TF1606.CFE,0.027433332999999997,101.01,100.985,27.67,21.67,20.33,17.77,16.67,16.0,15.33,15.0,14.93,14.33,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,794980,10,1.0,0.0,0.0,1090490,720980,1,0.3388476739814212,0.10263807595217621
2016/4/1,T1606.CFE,0.030133332999999998,99.87,99.875,TF1606.CFE,0.027166667000000002,101.055,101.085,29.67,21.67,20.4,18.1,16.67,16.16,15.53,15.23,15.0,14.33,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,744980,10,1.0,0.0,0.0,1090490,720980,1,0.3388476739814212,0.03328802463313823
2016/4/5,T1606.CFE,0.0304,99.63,99.66,TF1606.CFE,0.027733333,100.875,100.88,26.67,21.7,20.74,18.43,16.67,16.33,15.67,15.33,15.0,14.33,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,822979,10,1.0,0.0,0.0,1090490,720980,1,0.3388476739814212,0.1414727176898111
2016/4/6,T1606.CFE,0.0305,99.575,99.57,TF1606.CFE,0.027733333,100.86,100.865,27.67,22.0,21.0,18.67,16.67,16.33,15.67,15.33,15.0,14.64,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,798978,10,1.0,0.0,0.0,1090490,720980,1,0.3388476739814212,0.10818330605564648
2016/4/7,T1606.CFE,0.030633333,99.475,99.46,TF1606.CFE,0.027833333,100.85,100.84,28.0,22.03,21.0,18.77,16.8,16.33,15.67,15.33,15.0,14.64,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,774977,10,1.0,0.0,0.0,1090490,720980,1,0.3388476739814212,0.07489389442148187
2016/4/8,T1606.CFE,0.0303,99.68,99.735,TF1606.CFE,0.027333332999999998,100.975,101.035,29.67,22.36,21.0,19.1,17.0,16.33,15.67,15.33,15.0,14.64,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,728977,10,1.0,0.0,0.0,1090490,720980,1,0.3388476739814212,0.011091847207966934
2016/4/11,T1606.CFE,0.0303,99.745,99.735,TF1606.CFE,0.027266667,101.04,101.045,30.33,22.67,21.07,19.53,17.0,16.33,15.67,15.33,15.0,14.64,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,720976,10,1.0,0.0,0.0,1090490,720976,1,0.3388513420572403,0.0
2016/4/12,T1606.CFE,0.0303,99.75,99.715,TF1606.CFE,0.027466667,101.0,100.97,28.33,23.07,21.33,20.0,17.13,16.33,15.87,15.33,15.0,14.64,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,772976,10,1.0,0.0,0.0,1090490,720976,1,0.3388513420572403,0.07212445351856372
2016/4/13,T1606.CFE,0.030533333,99.55,99.535,TF1606.CFE,0.028066667000000003,100.74,100.74,24.67,24.87,21.33,20.1,17.33,16.33,16.0,15.33,15.0,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,986990,884976,10,1.0,0.0,0.0,1090490,720976,1,0.3388513420572403,0.2274694303277779
2016/4/14,T1606.CFE,0.0309,99.265,99.255,TF1606.CFE,0.0289,100.42,100.425,20.0,24.87,21.33,20.1,17.47,16.5,16.0,15.33,15.0,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1126989,1126989,10,0.14455243130145903,4.0,-8.0,1126989,1126989,1,0.3388513420572403,0.4216492643305741
2016/4/15,T1606.CFE,0.0306,99.485,99.525,TF1606.CFE,0.028266667000000002,100.635,100.66,23.33,24.87,21.4,20.33,17.8,16.67,16.0,15.33,15.0,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1046989,10,0.07703328306219083,4.0,-8.0,1126989,1046989,1,0.07098560855518554,0.0
2016/4/18,T1606.CFE,0.0306,99.505,99.5,TF1606.CFE,0.028233333,100.71,100.67,23.67,24.87,21.67,20.33,18.13,16.67,16.2,15.33,15.0,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1028988,10,1.0,0.0,0.0,1126989,1028988,1,0.08695825780020923,0.0
2016/4/19,T1606.CFE,0.0305,99.58,99.595,TF1606.CFE,0.028066667000000003,100.715,100.735,24.33,24.87,21.67,20.43,18.47,16.67,16.33,15.57,15.26,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1014988,10,1.0,0.0,0.0,1126989,1014988,1,0.0993807392973667,0.0
2016/4/20,T1606.CFE,0.0308,99.295,99.315,TF1606.CFE,0.028633332999999997,100.535,100.52,21.67,24.87,21.67,20.77,18.67,16.67,16.33,15.67,15.26,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1074988,10,1.0,0.0,0.0,1126989,1014988,1,0.0993807392973667,0.05911399937733254
2016/4/21,T1606.CFE,0.0309,99.305,99.255,TF1606.CFE,0.028733333,100.52,100.49,21.67,24.87,21.67,21.0,18.8,16.84,16.33,15.67,15.26,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1074988,10,1.0,0.0,0.0,1126989,1014988,1,0.0993807392973667,0.05911399937733254
2016/4/22,T1606.CFE,0.030733332999999998,99.385,99.39,TF1606.CFE,0.0284,100.58,100.615,23.33,24.87,21.74,21.0,19.13,17.0,16.33,15.67,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1028988,10,1.0,0.0,0.0,1126989,1014988,1,0.0993807392973667,0.013793266521377592
2016/4/25,T1606.CFE,0.0311,99.05,99.075,TF1606.CFE,0.028999999999999998,100.375,100.375,21.0,24.87,21.74,21.0,19.6,17.0,16.33,15.67,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1094987,10,1.0,0.0,0.0,1126989,1014988,1,0.0993807392973667,0.07881768060312043
2016/4/26,T1606.CFE,0.030766667,99.345,99.365,TF1606.CFE,0.028466667,100.585,100.585,23.0,24.87,22.0,21.0,20.0,17.16,16.33,15.9,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1042987,10,1.0,0.0,0.0,1126989,1014988,1,0.0993807392973667,0.027585547809432228
2016/4/27,T1606.CFE,0.0308,99.345,99.35,TF1606.CFE,0.028633332999999997,100.54,100.53,21.67,24.87,22.0,21.1,20.0,17.33,16.33,15.9,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1080986,10,1.0,0.0,0.0,1126989,1014988,1,0.0993807392973667,0.06502342884841988
2016/4/28,T1606.CFE,0.0305,99.61,99.605,TF1606.CFE,0.028233333,100.67,100.68,22.67,24.87,22.07,21.33,20.13,17.5,16.53,16.0,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1062985,10,1.0,0.0,0.0,1126989,1014988,1,0.0993807392973667,0.04728824380189717
2016/4/29,T1606.CFE,0.0306,99.515,99.51,TF1606.CFE,0.028433332999999998,100.6,100.6,21.67,24.87,22.07,21.33,20.33,17.84,16.67,16.0,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1088985,10,1.0,0.0,0.0,1126989,1014988,1,0.0993807392973667,0.07290431019874126
2016/5/3,T1606.CFE,0.0303,99.75,99.775,TF1606.CFE,0.027833333,100.83,100.845,24.67,24.87,22.4,21.43,20.33,18.16,16.67,16.23,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,998984,10,1.0,0.0,0.0,1126989,998984,1,0.11358141028883156,0.0
2016/5/4,T1606.CFE,0.0302,99.845,99.84,TF1606.CFE,0.0277,100.88,100.885,25.0,25.17,22.67,21.67,20.47,18.5,16.67,16.33,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,992983,10,1.0,0.0,0.0,1126989,992983,1,0.11890621825057743,0.0
2016/5/5,T1609.CFE,0.031933333,98.405,98.4,TF1609.CFE,0.03,99.97,99.98,19.33,25.17,22.67,21.67,20.47,18.67,16.67,16.33,15.33,14.67,1,-2,1,-2,1,-2,1,-2,4,-8,4.0,-8.0,1046989,1140983,10,1.0,0.0,0.0,1140983,1140983,0,0.0,0.0
2016/5/6,T1609.CFE,0.031866667,98.465,98.47,TF1609.CFE,0.030033333,99.955,99.975,18.33,25.17,22.67,21.67,20.47,18.67,16.87,16.33,15.6,14.67,0,0,0,0,0,0,0,0,0,0,4.0,-8.0,1172983,1172983,10,0.18177842304619932,4.0,-8.0,1172983,1172983,0,0.0,0.0
2016/5/9,T1609.CFE,0.031066667000000003,99.17,99.115,TF1609.CFE,0.0293,100.285,100.27,17.67,25.17,22.67,21.67,20.47,18.67,17.0,16.33,15.6,14.67,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1172983,1172983,0,1.0,0.0,0.0,1172983,1172983,0,0.0,-0.0
2016/5/10,T1609.CFE,0.031,99.24,99.15,TF1609.CFE,0.0292,100.335,100.3,18.0,25.17,22.67,21.67,20.47,18.67,17.0,16.33,15.6,14.67,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1172983,1172983,0,1.0,0.0,0.0,1172983,1172983,0,0.0,-0.0
2016/5/11,T1609.CFE,0.031,99.195,99.195,TF1609.CFE,0.0292,100.29,100.295,18.0,25.17,22.67,21.67,20.47,18.67,17.2,16.33,15.6,14.67,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1172983,1172983,0,1.0,0.0,0.0,1172983,1172983,0,0.0,-0.0
