"","date_id","T_name","T_irret","T_close","T_settle","TF_name","TF_irret","TF_close","TF_settle","FutYHret","quan90","quan80","quan70","quan60","quan50","quan40","quan30","quan20","quan10","upDown90","upDown80","upDown70","upDown60","position_T90","position_TF90","position_T80","position_TF80","position_T70","position_TF70","position_T60","position_TF60","position_T","position_TF","lag_position_T","lag_position_TF","lag_position_T_ZS","lag_position_TF_ZS","ZHJE","KCSS","XZZJ","Drawdowns","MAXJZ","MINJZ","ismax","XNJZ","FCSY","return"
"19",2016-02-16,"T1606.CFE",0.0302,99.77,99.82,"TF1606.CFE",0.028733333,100.47,100.485,14.67,18.43,17,16.33,16.132,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,-3,6,994000.000000005,10,0.272140845070427,0.0221674876847298,1015000,992500.000000003,1,994000.000000005,0.00151133501259739,-0.014866204162532
"20",2016-02-17,"T1606.CFE",0.0302,99.78,99.805,"TF1606.CFE",0.0288,100.46,100.465,14,18.43,16.736,16.33,16,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,-3,6,986500.000000004,10,0.266753167764828,0.0280788177339897,1015000,986500.000000004,1,986500.000000004,0,-0.00754527162978036
"21",2016-02-18,"T1606.CFE",0.0301,99.89,99.89,"TF1606.CFE",0.028633333,100.53,100.515,14.67,18.133,16.67,16.33,16,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,-3,6,991000.000000004,10,0.2697194752775,0.0280788177339897,1015000,986500.000000004,1,991000.000000004,0.00456158134820081,0.00456158134820073
"22",2016-02-19,"T1606.CFE",0.0302,99.765,99.8,"TF1606.CFE",0.028733333,100.46,100.475,14.67,18.133,16.67,16.33,16,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,-3,6,994000.000000001,10,0.272213279678069,0.0280788177339897,1015000,986500.000000004,1,994000.000000001,0.00760263558033189,0.00302724520685915
"23",2016-02-22,"T1606.CFE",0.030366667,99.695,99.7,"TF1606.CFE",0.028933333,100.39,100.4,14.33,18.133,16.67,16.33,16,15.67,15.33,15,14.67,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,-3,6,979000.000000006,10,0.261613891726256,0.0354679802955635,1015000,979000.000000006,1,979000.000000006,0,-0.0150905432595522
"24",2016-02-23,"T1606.CFE",0.0304,99.605,99.645,"TF1606.CFE",0.029,100.35,100.38,14,18.133,16.67,16.33,16,15.5,15.33,15,14.602,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,-3,6,983500.000000002,10,0.265138790035589,0.0354679802955635,1015000,979000.000000006,1,983500.000000002,0.00459652706843299,0.00459652706843294
"25",2016-02-24,"T1606.CFE",0.0305,99.51,99.6,"TF1606.CFE",0.028966667,100.35,100.395,15.33,18.133,16.67,16.33,16,15.33,15.198,15,14.33,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,-3,6,1006000,10,0.281467196819088,0.0354679802955635,1015000,979000.000000006,1,1006000,0.0275791624106196,0.0228774783934933
"26",2016-02-25,"T1606.CFE",0.0307,99.345,99.41,"TF1606.CFE",0.0292,100.28,100.315,15,18.133,16.67,16.33,16,15.33,15.198,15,14.33,13.967,0,-1,-1,-1,0,0,-1,2,-1,2,-1,2,-3,6,-3,6,-3,6,1015000,10,0.288405911330052,0,1015000,1015000,0,1015000,0,0.00894632206759471
"27",2016-02-26,"T1606.CFE",0.030733333,99.42,99.375,"TF1606.CFE",0.029033333,100.405,100.36,17,18.133,16.67,16.33,16,15.33,15,15,14.33,13.967,0,1,1,1,0,0,1,-2,1,-2,1,-2,3,-6,-3,6,-3,6,1052500,10,0.313451781472686,0,1052500,1052500,0,1052500,0,0.0369458128078815
"28",2016-02-29,"T1606.CFE",0.0307,99.46,99.425,"TF1606.CFE",0.028833333,100.475,100.44,18.67,18.133,16.736,16.33,16,15.33,15,15,14.33,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,3,-6,3,-6,1019500,10,0.290664051005397,0.0313539192399047,1052500,1019500,1,1019500,0,-0.0313539192399047
"29",2016-03-01,"T1606.CFE",0.0308,99.385,99.35,"TF1606.CFE",0.028633333,100.58,100.52,21.67,18.736,16.736,16.33,16,15.33,15,15,14.33,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,4,-8,925500.000000004,10,-0.042670988654777,0.120665083135391,1052500,925500.000000004,1,925500.000000004,0,-0.092202059833251
"30",2016-03-02,"T1606.CFE",0.031033333,99.135,99.15,"TF1606.CFE",0.028933333,100.405,100.41,21,19.397,17,16.33,16,15.33,15,15,14.33,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.120665083135391,1052500,925500.000000004,1,933500.000000008,0.00864397622906974,0
"31",2016-03-03,"T1606.CFE",0.031233333,98.96,98.96,"TF1606.CFE",0.0294,100.215,100.215,18.33,20.033,17,16.33,16,15.33,15.198,15,14.33,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.120665083135391,1052500,925500.000000004,1,1013500,0.095083738519712,0
"32",2016-03-04,"T1606.CFE",0.031133333,99.085,99.055,"TF1606.CFE",0.0291,100.37,100.34,20.33,20.033,17.066,16.33,16,15.5,15.33,15,14.33,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.120665083135391,1052500,925500.000000004,1,951500.000000003,0.0280929227444613,0
"33",2016-03-07,"T1606.CFE",0.031566667,98.695,98.695,"TF1606.CFE",0.0297,100.1,100.115,18.67,20.33,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.120665083135391,1052500,925500.000000004,1,987500.000000004,0.0669908157752569,0
"34",2016-03-08,"T1606.CFE",0.031433333,98.82,98.8,"TF1606.CFE",0.0295,100.235,100.2,19.33,20.33,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.120665083135391,1052500,925500.000000004,1,961499.999999999,0.0388978930307894,0
"35",2016-03-09,"T1606.CFE",0.031033333,99.135,99.125,"TF1606.CFE",0.028833333,100.41,100.435,22,19.43,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,903500.000000001,0,0
"36",2016-03-10,"T1606.CFE",0.0308,99.42,99.355,"TF1606.CFE",0.0286,100.57,100.535,22,19.43,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,915500.000000007,0.0132816823464374,0
"37",2016-03-11,"T1606.CFE",0.0304,99.79,99.64,"TF1606.CFE",0.028233333,100.76,100.685,21.67,19.43,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,909500.000000001,0.00664084117321552,0
"38",2016-03-14,"T1606.CFE",0.0305,99.65,99.61,"TF1606.CFE",0.028233333,100.69,100.67,22.67,20.33,17.33,16.432,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,909500.000000001,0.00664084117321552,0
"39",2016-03-15,"T1606.CFE",0.030366667,99.71,99.7,"TF1606.CFE",0.028266667,100.685,100.665,21,20.364,17.398,16.67,16,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,949499.999999999,0.0509131156613149,0
"40",2016-03-16,"T1606.CFE",0.0301,99.985,99.935,"TF1606.CFE",0.027966667,100.8,100.775,21.33,20.703,17.67,16.67,16.132,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,955499.999999999,0.0575539568345304,0
"41",2016-03-17,"T1606.CFE",0.0303,99.695,99.73,"TF1606.CFE",0.0283,100.63,100.65,20,21,17.736,16.67,16.132,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,973500,0.077476480354177,0
"42",2016-03-18,"T1606.CFE",0.0304,99.68,99.685,"TF1606.CFE",0.028266667,100.655,100.66,21.33,21,18,16.67,16.33,15.67,15.33,15,14.602,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,947500.000000007,0.0486995019369181,0
"43",2016-03-21,"T1606.CFE",0.0306,99.51,99.51,"TF1606.CFE",0.0287,100.54,100.5,19,21,18.066,16.67,16.33,15.67,15.33,15,14.67,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,1005500.00000001,0.112894299944664,0
"44",2016-03-22,"T1606.CFE",0.030433333,99.625,99.62,"TF1606.CFE",0.028433333,100.63,100.605,20,21,18.398,16.67,16.33,15.67,15.33,15,14.67,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,965500.000000002,0.0686220254565584,0
"45",2016-03-23,"T1606.CFE",0.0304,99.645,99.67,"TF1606.CFE",0.028366667,100.62,100.62,20.33,21,18.67,16.769,16.33,15.67,15.33,15,14.67,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,973500,0.077476480354177,0
"46",2016-03-24,"T1606.CFE",0.0302,99.855,99.86,"TF1606.CFE",0.028066667,100.72,100.74,21.33,21,18.736,16.769,16.33,15.67,15.33,15,14.67,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,953500.000000007,0.0553403431101337,0
"47",2016-03-25,"T1606.CFE",0.0302,99.815,99.825,"TF1606.CFE",0.028033333,100.775,100.765,21.67,21,19.066,17,16.33,15.67,15.33,15,14.67,13.967,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.141567695961997,1052500,903500.000000001,1,919500.000000004,0.0177089097952437,0
"48",2016-03-28,"T1606.CFE",0.0304,99.615,99.64,"TF1606.CFE",0.028133333,100.71,100.72,22.67,21.033,19.464,17,16.33,15.835,15.33,15,14.67,14,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.162470308788597,1052500,881500.000000004,1,881500.000000004,0,0
"49",2016-03-29,"T1606.CFE",0.0302,99.805,99.8,"TF1606.CFE",0.0274,101,101,28,21.33,20,17.099,16.33,16,15.33,15,14.67,14,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.314489311163896,1052500,721500.000000002,1,721500.000000002,0,0
"50",2016-03-30,"T1606.CFE",0.0302,99.8,99.795,"TF1606.CFE",0.0272,101.075,101.075,30,21.33,20.066,17.33,16.33,16,15.33,15,14.67,14,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.373396674584324,1052500,659500.000000001,1,659500.000000001,0,0
"51",2016-03-31,"T1606.CFE",0.0302,99.8,99.8,"TF1606.CFE",0.027433333,101.01,100.985,27.67,21.364,20.33,17.432,16.466,16,15.33,15,14.67,14.297,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.373396674584324,1052500,659500.000000001,1,733500.000000002,0.112206216830934,0
"52",2016-04-01,"T1606.CFE",0.030133333,99.87,99.875,"TF1606.CFE",0.027166667,101.055,101.085,29.67,21.67,20.33,17.769,16.67,16,15.33,15,14.934,14.33,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.373396674584324,1052500,659500.000000001,1,683500.000000008,0.0363912054586908,0
"53",2016-04-05,"T1606.CFE",0.0304,99.63,99.66,"TF1606.CFE",0.027733333,100.875,100.88,26.67,21.67,20.398,18.099,16.67,16.165,15.534,15.231,15,14.33,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.373396674584324,1052500,659500.000000001,1,761500.000000005,0.154662623199399,0
"54",2016-04-06,"T1606.CFE",0.0305,99.575,99.57,"TF1606.CFE",0.027733333,100.86,100.865,27.67,21.703,20.736,18.432,16.67,16.33,15.67,15.33,15,14.33,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.373396674584324,1052500,659500.000000001,1,737500.000000004,0.118271417740717,0
"55",2016-04-07,"T1606.CFE",0.030633333,99.475,99.46,"TF1606.CFE",0.027833333,100.85,100.84,28,22,21,18.67,16.67,16.33,15.67,15.33,15,14.636,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.373396674584324,1052500,659500.000000001,1,713499.999999998,0.0818802122820262,0
"56",2016-04-08,"T1606.CFE",0.0303,99.68,99.735,"TF1606.CFE",0.027333333,100.975,101.035,29.67,22.033,21,18.769,16.802,16.33,15.67,15.33,15,14.636,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.373396674584324,1052500,659500.000000001,1,667500.000000006,0.0121304018195666,0
"57",2016-04-11,"T1606.CFE",0.0303,99.745,99.735,"TF1606.CFE",0.027266667,101.04,101.045,30.33,22.364,21,19.099,17,16.33,15.67,15.33,15,14.636,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.373396674584324,1052500,659500.000000001,1,659500.000000002,1.76520578964268e-16,0
"58",2016-04-12,"T1606.CFE",0.0303,99.75,99.715,"TF1606.CFE",0.027466667,101,100.97,28.33,22.67,21.066,19.531,17,16.33,15.67,15.33,15,14.636,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.373396674584324,1052500,659500.000000001,1,711500.000000005,0.0788476118271476,0
"59",2016-04-13,"T1606.CFE",0.030533333,99.55,99.535,"TF1606.CFE",0.028066667,100.74,100.74,24.67,23.07,21.33,20,17.132,16.33,15.868,15.33,15,14.636,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,925500.000000004,10,1,0.373396674584324,1052500,659500.000000001,1,823500.000000006,0.248673237300992,0
"60",2016-04-14,"T1606.CFE",0.0309,99.265,99.255,"TF1606.CFE",0.0289,100.42,100.425,20,24.87,21.33,20.099,17.33,16.33,16,15.33,15,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,4,-8,1051500,9,0.174824536376606,0.373396674584324,1051500,1051500,1,1051500,0.460955269143293,0.136142625607777
"61",2016-04-15,"T1606.CFE",0.0306,99.485,99.525,"TF1606.CFE",0.028266667,100.635,100.66,23.33,24.87,21.33,20.099,17.466,16.5,16,15.33,15,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,4,-8,979500.000000006,9,0.112095558958658,0.0684736091298106,1051500,979500.000000006,1,979500.000000006,0,-0.0684736091298106
"62",2016-04-18,"T1606.CFE",0.0306,99.505,99.5,"TF1606.CFE",0.028233333,100.71,100.67,23.67,24.87,21.398,20.33,17.802,16.67,16,15.33,15,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.0838801711840242,1051500,963300,1,963300,0,0
"63",2016-04-19,"T1606.CFE",0.0305,99.58,99.595,"TF1606.CFE",0.028066667,100.715,100.735,24.33,24.87,21.67,20.33,18.132,16.67,16.198,15.33,15,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.0958630527817406,1051500,950700.000000001,1,950700.000000001,0,0
"64",2016-04-20,"T1606.CFE",0.0308,99.295,99.315,"TF1606.CFE",0.028633333,100.535,100.52,21.67,24.87,21.67,20.432,18.466,16.67,16.33,15.568,15.264,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.0958630527817406,1051500,950700.000000001,1,1004700,0.0568002524455684,0
"65",2016-04-21,"T1606.CFE",0.0309,99.305,99.255,"TF1606.CFE",0.028733333,100.52,100.49,21.67,24.87,21.67,20.769,18.67,16.67,16.33,15.67,15.264,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.0958630527817406,1051500,950700.000000001,1,1004700,0.0568002524455684,0
"66",2016-04-22,"T1606.CFE",0.030733333,99.385,99.39,"TF1606.CFE",0.0284,100.58,100.615,23.33,24.87,21.67,21,18.802,16.835,16.33,15.67,15.264,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.0958630527817406,1051500,950700.000000001,1,963300.000000005,0.0132533922373029,0
"67",2016-04-25,"T1606.CFE",0.0311,99.05,99.075,"TF1606.CFE",0.029,100.375,100.375,21,24.87,21.736,21,19.132,17,16.33,15.67,15.33,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.0958630527817406,1051500,950700.000000001,1,1022700,0.0757336699274228,0
"68",2016-04-26,"T1606.CFE",0.030766667,99.345,99.365,"TF1606.CFE",0.028466667,100.585,100.585,23,24.87,21.736,21,19.598,17,16.33,15.67,15.33,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.0958630527817406,1051500,950700.000000001,1,975900.000000004,0.0265067844746003,0
"69",2016-04-27,"T1606.CFE",0.0308,99.345,99.35,"TF1606.CFE",0.028633333,100.54,100.53,21.67,24.87,22,21,20,17.165,16.33,15.901,15.33,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.0958630527817406,1051500,950700.000000001,1,1010100,0.0624802776901199,0
"70",2016-04-28,"T1606.CFE",0.0305,99.61,99.605,"TF1606.CFE",0.028233333,100.67,100.68,22.67,24.87,22,21.099,20,17.33,16.33,15.901,15.33,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.0958630527817406,1051500,950700.000000001,1,993899.999999998,0.0454402019564494,0
"71",2016-04-29,"T1606.CFE",0.0306,99.515,99.51,"TF1606.CFE",0.028433333,100.6,100.6,21.67,24.87,22.066,21.33,20.132,17.5,16.534,16,15.33,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.0958630527817406,1051500,950700.000000001,1,1017300.00000001,0.0700536446828714,0
"72",2016-05-03,"T1606.CFE",0.0303,99.75,99.775,"TF1606.CFE",0.027833333,100.83,100.845,24.67,24.87,22.066,21.33,20.33,17.835,16.67,16,15.33,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.109557774607701,1051500,936300.000000004,1,936300.000000004,0,0
"73",2016-05-04,"T1606.CFE",0.0302,99.845,99.84,"TF1606.CFE",0.0277,100.88,100.885,25,24.87,22.398,21.432,20.33,18.165,16.67,16.231,15.33,14.67,1,1,1,1,1,-2,1,-2,1,-2,1,-2,4,-8,4,-8,0,0,979500.000000006,9,1,0.114693295292442,1051500,930899.999999999,1,930899.999999999,0,0
