sec_name,bond_cd,cf
TF2012.CFE,180013.IB,1.0252
TF2012.CFE,180020.IB,1.0261
TF2012.CFE,2000001.IB,0.9754
TF2012.CFE,200005.IB,0.9595
TF2103.CFE,180013.IB,1.0239
TF2103.CFE,180020.IB,1.0248
TF2103.CFE,180028.IB,1.0095
TF2103.CFE,2000001.IB,0.9767
TF2103.CFE,200005.IB,0.9617
TF2106.CFE,180020.IB,1.0235
TF2106.CFE,180028.IB,1.009
