date_id,T_name,T_irret,T_close,T_settle,TF_name,TF_irret,TF_close,TF_settle,FutYHret,quan90,quan80,quan70,quan60,quan50,quan40,quan30,quan20,quan10,position_T90,position_TF90,position_T80,position_TF80,position_T70,position_TF70,position_T60,position_TF60
2016/2/26,T1606.CFE,0.030733332999999998,99.42,99.375,TF1606.CFE,0.029033332999999998,100.405,100.36,17.0,18.13,16.74,16.33,16.0,15.33,15.0,15.0,14.33,13.97,0,0,1,-2,1,-2,1,-2
2016/2/29,T1606.CFE,0.0307,99.46,99.425,TF1606.CFE,0.028833333,100.475,100.44,18.67,18.74,16.74,16.33,16.0,15.33,15.0,15.0,14.33,13.97,0,0,1,-2,1,-2,1,-2
2016/3/1,T1606.CFE,0.0308,99.385,99.35,TF1606.CFE,0.028633332999999997,100.58,100.52,21.67,19.4,17.0,16.33,16.0,15.33,15.0,15.0,14.33,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/2,T1606.CFE,0.031033333,99.135,99.15,TF1606.CFE,0.028933333,100.405,100.41,21.0,20.03,17.0,16.33,16.0,15.33,15.2,15.0,14.33,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/3,T1606.CFE,0.031233333,98.96,98.96,TF1606.CFE,0.0294,100.215,100.215,18.33,20.03,17.07,16.33,16.0,15.5,15.33,15.0,14.33,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/4,T1606.CFE,0.031133333,99.085,99.055,TF1606.CFE,0.0291,100.37,100.34,20.33,20.33,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/7,T1606.CFE,0.031566667,98.695,98.695,TF1606.CFE,0.0297,100.1,100.115,18.67,20.33,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/8,T1606.CFE,0.031433333,98.82,98.8,TF1606.CFE,0.0295,100.235,100.2,19.33,19.43,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/9,T1606.CFE,0.031033333,99.135,99.125,TF1606.CFE,0.028833333,100.41,100.435,22.0,19.43,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/10,T1606.CFE,0.0308,99.42,99.355,TF1606.CFE,0.0286,100.57,100.535,22.0,19.43,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/11,T1606.CFE,0.0304,99.79,99.64,TF1606.CFE,0.028233333,100.76,100.685,21.67,20.33,17.33,16.43,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/14,T1606.CFE,0.0305,99.65,99.61,TF1606.CFE,0.028233333,100.69,100.67,22.67,20.36,17.4,16.67,16.0,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/15,T1606.CFE,0.030366667000000003,99.71,99.7,TF1606.CFE,0.028266667000000002,100.685,100.665,21.0,20.7,17.67,16.67,16.13,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/16,T1606.CFE,0.0301,99.985,99.935,TF1606.CFE,0.027966667,100.8,100.775,21.33,21.0,17.74,16.67,16.13,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/17,T1606.CFE,0.0303,99.695,99.73,TF1606.CFE,0.0283,100.63,100.65,20.0,21.0,18.0,16.67,16.33,15.67,15.33,15.0,14.6,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/18,T1606.CFE,0.0304,99.68,99.685,TF1606.CFE,0.028266667000000002,100.655,100.66,21.33,21.0,18.07,16.67,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/21,T1606.CFE,0.0306,99.51,99.51,TF1606.CFE,0.0287,100.54,100.5,19.0,21.0,18.4,16.67,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/22,T1606.CFE,0.030433332999999996,99.625,99.62,TF1606.CFE,0.028433332999999998,100.63,100.605,20.0,21.0,18.67,16.77,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/23,T1606.CFE,0.0304,99.645,99.67,TF1606.CFE,0.028366667,100.62,100.62,20.33,21.0,18.74,16.77,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2
2016/3/24,T1606.CFE,0.0302,99.855,99.86,TF1606.CFE,0.028066667000000003,100.72,100.74,21.33,21.0,19.07,17.0,16.33,15.67,15.33,15.0,14.67,13.97,1,-2,1,-2,1,-2,1,-2
