"","date_id","T_name","T_irret","T_close","T_settle","TF_name","TF_irret","TF_close","TF_settle","FutYHret","quan90","quan80","quan70","quan60","quan50","quan40","quan30","quan20","quan10","upDown90","upDown80","upDown70","upDown60","position_T90","position_TF90","position_T80","position_TF80","position_T70","position_TF70","position_T60","position_TF60","position_T","position_TF","lag_position_T","lag_position_TF","ZHJE","KCSS","return"
"1",2015-12-16,"T1603.CFE",0.031033333,99.16,99.16,"TF1603.CFE",0.029366667,100.245,100.25,16.67,21.033,18.066,16.67,16.33,15.67,15.33,15,14.934,13.636,NA,NA,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,1e+06,0,0
"2",2015-12-17,"T1603.CFE",0.031033333,99.15,99.16,"TF1603.CFE",0.0294,100.24,100.235,16.33,21.033,18.066,16.67,16.33,15.67,15.33,15,14.934,13.636,NA,NA,1,1,NA,NA,NA,NA,1,-2,0,0,NA,NA,0,0,1e+06,0,0
"3",2015-12-18,"T1603.CFE",0.030533333,99.56,99.55,"TF1603.CFE",0.028466667,100.62,100.595,20.67,21.033,18.33,16.67,16.33,15.67,15.33,15,14.934,13.636,NA,1,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1e+06,0,0
"4",2015-12-21,"T1603.CFE",0.0302,99.805,99.84,"TF1603.CFE",0.027966667,100.78,100.795,22.33,21.364,18.464,16.67,16.33,15.67,15.33,15,14.934,13.636,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0
"5",2015-12-22,"T1603.CFE",0.030166667,99.905,99.87,"TF1603.CFE",0.028066667,100.775,100.74,21,21.364,19.066,16.67,16.33,15.67,15.33,15,14.934,13.636,1,1,1,1,1,-2,0,0,0,0,0,0,0,0,0,0,1e+06,0,0
"6",2015-12-23,"T1603.CFE",0.03,99.98,99.97,"TF1603.CFE",0.0279,100.81,100.815,21,21.067,19.066,16.67,16.33,15.67,15.33,15,14.934,13.636,1,1,1,1,1,-2,0,0,0,0,0,0,0,0,0,0,1e+06,0,0
"7",2015-12-24,"T1603.CFE",0.0296,100.28,100.27,"TF1603.CFE",0.027566667,100.96,100.945,20.33,21.067,19.066,16.67,16.33,15.67,15.33,15,14.934,13.636,1,1,1,1,1,-2,0,0,0,0,0,0,0,0,0,0,1e+06,0,0
"8",2015-12-25,"T1603.CFE",0.0296,100.26,100.255,"TF1603.CFE",0.027833333,100.86,100.84,17.67,21,18.464,16.67,16.33,15.67,15.33,15,14.934,13.636,1,1,1,1,1,-2,1,-2,0,0,0,0,1,-2,0,0,1e+06,0,0
"9",2015-12-28,"T1603.CFE",0.0293,100.48,100.445,"TF1603.CFE",0.027566667,100.955,100.94,17.33,20.703,18.066,16.67,16.33,15.67,15.33,15,14.934,13.636,1,1,1,1,1,-2,1,-2,0,0,0,0,1,-2,1,-2,995900.000000004,41,-0.00409999999999633
"10",2015-12-29,"T1603.CFE",0.0296,100.23,100.27,"TF1603.CFE",0.027866667,100.83,100.83,17.33,20.67,17.736,16.67,16.33,15.67,15.33,15,14.934,13.636,1,1,1,1,1,-2,1,-2,0,0,0,0,1,-2,1,-2,1014350,41,0.018525956421328
"11",2015-12-30,"T1603.CFE",0.0297,100.15,100.175,"TF1603.CFE",0.0279,100.785,100.805,18,20.67,17.736,16.67,16.33,15.67,15.33,15,14.934,13.636,1,1,1,1,1,-2,0,0,0,0,0,0,0,0,1,-2,995899.999999998,41,-0.0181889880218923
"12",2015-12-31,"T1603.CFE",0.0299,100.035,100.055,"TF1603.CFE",0.0282,100.68,100.7,17,20.364,17.67,16.67,16.33,15.67,15.33,15,14.934,13.636,1,1,1,1,1,-2,1,-2,0,0,0,0,1,-2,0,0,995899.999999998,0,0
"13",2016-01-04,"T1603.CFE",0.0301,99.865,99.91,"TF1603.CFE",0.028433333,100.595,100.605,16.67,20.033,17.398,16.67,16.33,15.67,15.33,15,14.934,13.636,1,1,1,1,1,-2,1,-2,0,0,0,0,1,-2,1,-2,1014349.99999999,41,0.0185259564213223
"14",2016-01-05,"T1603.CFE",0.0304,99.595,99.66,"TF1603.CFE",0.029,100.33,100.375,14,20.033,17.33,16.67,16.33,15.67,15.33,15,14.67,13.636,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-2,1100450,41,0.0848819441021382
"15",2016-01-06,"T1603.CFE",0.03,100.02,99.98,"TF1603.CFE",0.0284,100.62,100.61,16,20.033,17.33,16.67,16.33,15.67,15.33,15,14.67,13.636,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1100450,0,0
"16",2016-01-07,"T1603.CFE",0.0302,99.865,99.86,"TF1603.CFE",0.028566667,100.58,100.56,16.33,20.033,17.33,16.67,16.33,15.835,15.33,15,14.67,13.636,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1100450,0,0
"17",2016-01-08,"T1603.CFE",0.029633333,100.24,100.225,"TF1603.CFE",0.028,100.765,100.77,16.33,20.033,17.33,16.67,16.33,15.835,15.33,15,14.67,13.636,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1100450,0,0
"18",2016-01-11,"T1603.CFE",0.0296,100.23,100.24,"TF1603.CFE",0.027966667,100.79,100.785,16.33,20.033,17.33,16.67,16.33,15.835,15.33,15,14.67,13.636,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1100450,0,0
"19",2016-01-12,"T1603.CFE",0.029,100.62,100.61,"TF1603.CFE",0.027466667,100.98,100.975,15.33,20.033,17.33,16.432,16.33,15.67,15.33,15,14.67,13.636,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1100450,0,0
