date,国债到期收益率:1年,国债到期收益率:2年,国债到期收益率:5年,国债到期收益率:10年,X10_5,1D,5D,10D,20D,30D,40D,NUM,定期存款利率:1年(整存整取),短期贷款利率:6个月至1年(含),贷款市场报价利率(LPR):1年,R,R：10M,R：5M
2008/9/12,3.4093,3.5782,3.8691,4.1375,26.84,3.22,-0.22,-1.48,-1.08,0.5,18.33,174,4.14,7.47,,2.62,2.64,2.62
2008/9/16,3.3456,3.4834,3.7646,4.0652,30.06,2.86,-8.73,-8.27,-4.69,-0.78,16.32,175,4.14,7.2,,2.62,2.64,2.62
2008/9/17,3.2833,3.3654,3.602,3.9312,32.92,-2.46,-17.92,-11.62,-8.74,-1.34,14.97,176,4.14,7.2,,2.63,2.64,2.62
2008/9/18,3.1831,3.2552,3.4944,3.799,30.46,3.23,-12.25,-5.76,0.67,3.09,18.37,177,4.14,7.2,,2.71,2.64,2.64
2008/9/19,3.2125,3.2778,3.447,3.7839,33.69,-7.07,-16.48,-8.4,-7.16,2.07,18.42,178,4.14,7.2,,3.02,2.68,2.72
2008/9/22,3.2789,3.3415,3.5103,3.7765,26.62,-5.29,-1.26,-1.8,6.8,12.46,24.6,179,4.14,7.2,,3.05,2.72,2.81
2008/9/23,3.3105,3.3779,3.5805,3.7938,21.33,-6.33,0.46,2.97,6.57,19.53,28.57,180,4.14,7.2,,3.02,2.75,2.89
2008/9/24,3.3332,3.4048,3.6272,3.7772,15,3.21,6.3,5.99,11.82,25.68,41.33,181,4.14,7.2,,3.02,2.79,2.96
2008/9/25,3.3438,3.4159,3.6341,3.8162,18.21,-1,6.49,2.01,5.16,24.25,53.53,182,4.14,7.2,,2.83,2.81,2.99
2008/9/26,3.3453,3.4079,3.6149,3.787,17.21,8.15,8.08,7.07,6.61,26.28,47.95,183,4.14,7.2,,2.85,2.84,2.95
2008/10/6,3.2966,3.3555,3.5603,3.8139,25.36,-3.57,-0.54,0.4,1.98,19.81,39.03,184,4.14,7.2,,3.2,2.9,2.98
2008/10/7,3.3129,3.3798,3.5317,3.7496,21.79,-0.49,2.51,3.58,7.49,24.59,52.53,185,4.14,7.2,,3.2,2.95,3.02
2008/10/8,3.2827,3.333,3.4628,3.6758,21.3,3.4,-0.31,2.88,10.28,26.59,50.01,186,4.14,7.2,,2.94,2.98,3
2008/10/9,3.0928,3.147,3.2687,3.5157,24.7,0.59,-4.48,6.43,8.85,24.13,55.83,187,3.87,6.93,,2.81,2.99,3
2008/10/10,2.9208,2.9546,3.1015,3.3544,25.29,-0.47,-1.01,1.24,10.47,26.82,55.23,188,3.87,6.93,,2.8,2.97,2.99
2008/10/13,2.8144,2.8397,2.9663,3.2145,24.82,-0.52,0.94,8.6,14.26,26.4,57.09,189,3.87,6.93,,2.61,2.93,2.87
2008/10/14,2.768,2.7981,2.9819,3.2249,24.3,-3.31,1.07,3.6,16.56,25.6,58.3,190,3.87,6.93,,2.57,2.88,2.74
2008/10/15,2.766,2.7972,3.0059,3.2158,20.99,-0.77,3.19,5.83,19.69,35.34,64.74,191,3.87,6.93,,2.37,2.82,2.63
2008/10/16,2.7589,2.7914,3.0305,3.2327,20.22,4.06,10.91,3.15,22.24,51.52,64.61,192,3.87,6.93,,2.4,2.77,2.55
2008/10/17,2.7382,2.766,3.0124,3.2552,24.28,1.48,2.25,-0.46,19.21,40.88,59.63,193,3.87,6.93,,2.3,2.72,2.45
2008/10/20,2.7459,2.7741,3.0142,3.2718,25.76,-0.39,7.66,1.58,19.41,38.63,58.62,194,3.87,6.93,,2.3,2.63,2.39
2008/10/21,2.7493,2.7843,3.0229,3.2766,25.37,-1.19,2.53,3.91,21.01,48.95,61.25,195,3.87,6.93,,2.3,2.54,2.33
2008/10/22,2.7554,2.8004,3.0218,3.2636,24.18,6.95,2.64,7.4,23.71,47.13,62.51,196,3.87,6.93,,2.3,2.47,2.32
2008/10/23,2.7402,2.806,3.0014,3.3127,31.13,-4.6,-7.76,2.42,17.7,49.4,57.9,197,3.87,6.93,,2.3,2.42,2.3
2008/10/24,2.7139,2.783,3.0362,3.3015,26.53,6.89,-2.71,9.23,25.58,53.99,61.69,198,3.87,6.93,,2.3,2.37,2.3
2008/10/27,2.7208,2.7989,2.9919,3.3261,33.42,-5.52,-6.08,5.66,17.8,48.49,55.76,199,3.87,6.93,,2.3,2.34,2.3
2008/10/28,2.6995,2.7685,2.9785,3.2575,27.9,-1.08,1.38,12.96,22,54.7,61.32,200,3.87,6.93,,2.3,2.32,2.3
2008/10/29,2.6932,2.7745,2.9386,3.2068,26.82,-3.45,4.76,13.86,29.51,58.91,68.39,201,3.87,6.93,,2.3,2.31,2.3
2008/10/30,2.641,2.7184,2.9296,3.1633,23.37,0.45,10.18,19.09,48.37,61.46,70.17,202,3.6,6.66,,2.3,2.3,2.3
2008/10/31,2.6118,2.6888,2.9162,3.1544,23.82,3.52,11.94,19.67,41.34,60.09,66.21,203,3.6,6.66,,2.3,2.3,2.3
2008/11/3,2.5729,2.6317,2.8859,3.1593,27.34,1.94,11.74,17.83,37.05,57.04,60,204,3.6,6.66,,2.3,2.3,2.3
2008/11/4,2.5535,2.6069,2.8706,3.1634,29.28,2.3,11.58,17.1,45.04,57.34,62.08,205,3.6,6.66,,2.34,2.3,2.31
2008/11/5,2.5405,2.5973,2.8394,3.1552,31.58,1.97,9.1,16.31,39.73,55.11,58.32,206,3.6,6.66,,2.2,2.29,2.29
2008/11/6,2.5008,2.5589,2.802,3.1375,33.55,2.21,8.91,15.28,46.98,55.48,61.82,207,3.6,6.66,,2.25,2.29,2.28
2008/11/7,2.451,2.5125,2.7553,3.1129,35.76,3.32,7.73,16.35,44.76,52.46,55.11,208,3.6,6.66,,2.25,2.29,2.27
2008/11/10,2.4027,2.4632,2.6994,3.0902,39.08,1.78,6.09,12.14,42.83,50.1,52.03,209,3.6,6.66,,2.19,2.27,2.25
2008/11/11,2.3733,2.4343,2.6554,3.064,40.86,-0.18,5.52,9.04,41.74,48.36,54.2,210,3.6,6.66,,2.2,2.26,2.22
2008/11/12,2.3425,2.4032,2.6159,3.0227,40.68,1.78,7.21,15.65,45.05,54.53,50.15,211,3.6,6.66,,2.2,2.25,2.22
2008/11/13,2.3024,2.364,2.5729,2.9975,42.46,1.03,6.37,29.28,42.37,51.08,50.66,212,3.6,6.66,,2.21,2.25,2.21
2008/11/14,2.2658,2.3299,2.5373,2.9722,43.49,1.68,8.62,21.67,40.42,46.54,48.61,213,3.6,6.66,,2.17,2.23,2.2
2008/11/17,2.2414,2.3119,2.5397,2.9914,45.17,1.21,6.05,19.22,39.21,42.17,45.85,214,3.6,6.66,,2.2,2.22,2.2
2008/11/18,2.2082,2.2758,2.5966,3.0604,46.38,1.51,3.52,27.94,40.24,44.98,41.72,215,3.6,6.66,,2.23,2.21,2.2
2008/11/19,2.1997,2.2683,2.6004,3.0793,47.89,0.94,8.44,23.42,38.8,42.01,41.69,216,3.6,6.66,,2.23,2.21,2.21
2008/11/20,2.2003,2.2794,2.6521,3.1404,48.83,3.28,22.91,31.7,40.2,46.54,40.1,217,3.6,6.66,,2.25,2.21,2.22
2008/11/21,2.1812,2.2546,2.6488,3.1699,52.11,-0.89,13.05,28.41,36.11,38.76,33.44,218,3.6,6.66,,2.19,2.21,2.22
2008/11/24,2.1819,2.2571,2.6451,3.1573,51.22,-1.32,13.17,30.69,37.96,39.89,25.94,219,3.6,6.66,,2.2,2.21,2.22
2008/11/25,2.1966,2.2793,2.6719,3.1709,49.9,6.43,24.42,32.7,39.32,45.16,36.3,220,3.6,6.66,,2.2,2.21,2.21
2008/11/26,2.2165,2.285,2.6971,3.2604,56.33,15.41,14.98,29.4,38.88,34.5,30.88,221,3.6,6.66,,2.21,2.21,2.21
2008/11/27,1.9399,1.9901,2.4371,3.1545,71.74,-6.58,8.79,13.09,21.8,21.38,15.41,222,2.52,5.58,,1.56,2.14,2.07
2008/11/28,1.9377,2.0208,2.5132,3.1648,65.16,-0.77,15.36,18.75,24.87,26.94,20.22,223,2.52,5.58,,1.61,2.09,1.96
2008/12/1,1.9912,2.07,2.5003,3.1442,64.39,9.93,17.52,19.99,22.95,26.63,19.12,224,2.52,5.58,,1.5,2.02,1.82
2008/12/2,1.8938,1.9718,2.4844,3.2276,74.32,-3.01,8.28,12.3,17.04,13.78,4.73,225,2.52,5.58,,1.5,1.95,1.68
2008/12/3,1.8574,1.9316,2.4369,3.15,71.31,9.22,14.42,15.38,18.59,18.27,13.89,226,2.52,5.58,,1.5,1.87,1.53
2008/12/4,1.7202,1.8108,2.4061,3.2114,80.53,-0.01,4.3,8.5,14.84,8.4,3.48,227,2.52,5.58,,1.5,1.8,1.52
2008/12/5,1.565,1.6778,2.294,3.0992,80.52,1.39,3.39,7.7,10.35,5.03,-2.93,228,2.52,5.58,,1.44,1.72,1.49
2008/12/8,1.4413,1.5821,2.2588,3.0779,81.91,0.69,2.47,7.27,9.2,-4.75,7.54,229,2.52,5.58,,1.44,1.65,1.48
2008/12/9,1.4307,1.5838,2.2765,3.1025,82.6,3.13,4.02,6.62,12.46,3.6,4.42,230,2.52,5.58,,1.41,1.57,1.46
2008/12/10,1.3532,1.5405,2.2814,3.1387,85.73,-0.9,0.96,9.48,5.1,1.48,1.54,231,2.52,5.58,,1.14,1.46,1.39
2008/12/11,1.3941,1.551,2.2552,3.1035,84.83,-0.92,4.2,8.71,8.29,2.32,2.42,232,2.52,5.58,,1.12,1.42,1.31
2008/12/12,1.3764,1.525,2.217,3.0561,83.91,0.47,4.31,6.12,8.19,1.47,3.36,233,2.52,5.58,,1.11,1.37,1.24
2008/12/15,1.3073,1.4699,2.1793,3.0231,84.38,2.24,4.8,2.96,6.64,-0.87,3.4,234,2.52,5.58,,1.09,1.32,1.17
2008/12/16,1.2531,1.4492,2.2031,3.0693,86.62,0.07,2.6,4.74,1.48,-7.57,0.55,235,2.52,5.58,,1.04,1.28,1.1
2008/12/17,1.0902,1.3034,2.077,2.9439,86.69,2.34,8.52,3.21,2.89,-1.49,3.15,236,2.52,5.58,,0.97,1.22,1.06
2008/12/18,0.9956,1.2511,2.0793,2.9696,89.03,-0.81,4.51,6.34,-0.1,-5.02,1.22,237,2.52,5.58,,0.95,1.17,1.03
2008/12/19,0.9524,1.1977,2.0121,2.8943,88.22,0.96,1.81,2.65,-2.67,-10.63,1.91,238,2.52,5.58,,0.93,1.12,0.99
2008/12/22,0.8696,1.1446,1.9954,2.8872,89.18,0.04,-1.84,1.93,-12.02,0.27,1.33,239,2.52,5.58,,0.92,1.07,0.96
2008/12/23,0.868,1.1561,2.0215,2.9137,89.22,5.99,2.14,5.84,-3.02,-2.2,1.85,240,2.25,5.31,,0.92,1.02,0.94
2008/12/24,0.4884,0.926,1.9767,2.9288,95.21,-1.67,-5.31,-4.38,-8,-7.94,-4.03,241,2.25,5.31,,0.91,0.99,0.92
2008/12/25,0.8024,1.1338,2.0608,2.9962,93.54,-3.51,1.83,-0.42,-6.39,-6.29,-2.3,242,2.25,5.31,,0.91,0.97,0.92
2008/12/26,0.8605,1.1363,1.9905,2.8908,90.03,-2.69,0.84,2.07,-4.65,-2.76,1.16,243,2.25,5.31,,0.9,0.95,0.91
2008/12/29,0.9668,1.1774,1.9507,2.8241,87.34,4.02,3.77,3.68,-3.83,0.44,3.19,244,2.25,5.31,,0.9,0.93,0.91
2008/12/30,0.7634,1.0906,2.0064,2.92,91.36,-1.46,3.7,-3.26,-12.31,-4.19,0.16,245,2.25,5.31,,0.9,0.92,0.9
2008/12/31,0.8571,1.128,1.9764,2.8754,89.9,5.47,0.93,-0.32,-4.7,-0.06,2.96,246,2.25,5.31,,0.96,0.92,0.91
2009/1/5,0.4801,0.9116,1.9561,2.9098,95.37,-4.5,-2.25,-6.44,-11.36,-5.12,-3.7,247,2.25,5.31,,0.91,0.92,0.91
2009/1/6,0.7691,1.0917,2.0008,2.9095,90.87,0.24,1.23,-5.32,-13.28,-0.74,0.63,248,2.25,5.31,,0.9,0.91,0.91
2009/1/7,0.7797,1.0857,1.977,2.8881,91.11,3.95,-0.09,-13.95,-1.66,-0.6,1.11,249,2.25,5.31,,0.9,0.91,0.91
2009/1/8,0.4944,0.9362,1.9912,2.9418,95.06,-4.23,-6.96,-8.86,-8.04,-3.99,-3.5,250,2.25,5.31,,0.89,0.91,0.91
2009/1/9,0.7908,1.0945,1.9823,2.8906,90.83,2.29,-1.25,-3.62,-3.56,0.35,0.79,251,2.25,5.31,,0.84,0.9,0.89
2009/1/12,0.6272,1.0053,1.9832,2.9144,93.12,-1.02,-4.19,-5.97,-5.87,-1.88,-0.67,252,2.25,5.31,,0.83,0.89,0.87
2009/1/13,0.7195,1.0392,1.9489,2.8699,92.1,-1.08,-6.55,-6.72,-4.83,-0.91,-1.08,253,2.25,5.31,,0.83,0.88,0.86
2009/1/14,0.8436,1.1334,2.0063,2.9165,91.02,-2.92,-13.86,-7.51,-3.24,-0.49,-0.72,254,2.25,5.31,,0.83,0.88,0.84
2009/1/15,0.9496,1.2473,2.1194,3.0004,88.1,1.48,-1.9,-9.05,-0.93,3.42,4.17,255,2.25,5.31,,0.82,0.87,0.83
2009/1/16,1.0386,1.317,2.1722,3.068,89.58,-0.65,-2.37,-4.38,0.26,3.28,2.27,256,2.25,5.31,,0.81,0.86,0.82
2009/1/19,1.0846,1.3426,2.173,3.0623,88.93,-3.38,-1.78,-4.92,1.32,2.74,3.11,257,2.25,5.31,,0.82,0.85,0.82
2009/1/20,1.1978,1.4513,2.2655,3.121,85.55,-8.39,-0.17,-7.96,4.58,5.95,6.51,258,2.25,5.31,,0.82,0.84,0.82
2009/1/21,1.2411,1.579,2.4459,3.2175,77.16,9.04,6.35,12.29,13.35,15.06,7.53,259,2.25,5.31,,0.91,0.84,0.84
2009/1/22,1.1704,1.4691,2.3357,3.1977,86.2,1.01,-7.15,0.82,4.87,5.36,-0.03,260,2.25,5.31,,0.9,0.84,0.85
2009/1/23,1.1301,1.4252,2.2912,3.1633,87.21,-0.06,-2.01,0.06,3.97,4.41,5.19,261,2.25,5.31,,0.88,0.84,0.86
2009/2/2,1.1447,1.4361,2.2974,3.1689,87.15,-1.77,-3.14,0.1,4.09,5.3,1.84,262,2.25,5.31,,0.81,0.84,0.86
2009/2/3,1.1868,1.5099,2.4009,3.2547,85.38,-1.87,-7.79,1.89,5.81,5.64,6.33,263,2.25,5.31,,0.83,0.84,0.87
2009/2/4,1.3097,1.611,2.4716,3.3067,83.51,-4.46,5.94,4.27,7.02,6.79,8.24,264,2.25,5.31,,0.82,0.84,0.85
2009/2/5,1.3627,1.7143,2.61,3.4005,79.05,6.15,7.97,8.12,12.47,13.22,12.1,265,2.25,5.31,,0.83,0.84,0.83
2009/2/6,1.3806,1.6768,2.5316,3.3836,85.2,-1.19,2.07,4.64,7.66,6.65,7.48,266,2.25,5.31,,0.83,0.84,0.82
2009/2/9,1.3305,1.6452,2.5146,3.3547,84.01,-6.42,3.24,6.24,7.66,8.03,7.69,267,2.25,5.31,,0.84,0.85,0.83
2009/2/10,1.3124,1.6625,2.5463,3.3222,77.59,11.86,9.68,12.54,13.91,14.47,12.52,268,2.25,5.31,,0.84,0.85,0.83
2009/2/11,1.3145,1.5963,2.4504,3.3449,89.45,-2.43,-1.67,1.06,2.77,-4.76,1.68,269,2.25,5.31,,0.85,0.84,0.83
2009/2/12,1.263,1.5562,2.4173,3.2875,87.02,0.25,0.15,4.05,4.54,-0.85,2.73,270,2.25,5.31,,0.84,0.83,0.84
2009/2/13,1.2517,1.5531,2.426,3.2987,87.27,-0.02,2.57,3.91,4.35,5.13,4.06,271,2.25,5.31,,0.84,0.83,0.84
2009/2/16,1.2688,1.5495,2.3968,3.2693,87.25,0.02,3,3.99,5.2,1.74,2.87,272,2.25,5.31,,0.83,0.83,0.84
2009/2/17,1.2716,1.5684,2.4362,3.3089,87.27,0.51,2.86,3.92,3.75,4.44,-0.24,273,2.25,5.31,,0.82,0.83,0.84
2009/2/18,1.2798,1.5634,2.4179,3.2957,87.78,-0.61,2.73,2.75,2.52,3.97,0.31,274,2.25,5.31,,0.82,0.83,0.83
2009/2/19,1.2309,1.5345,2.4095,3.2812,87.17,2.67,3.9,4.35,5.1,3.98,2.31,275,2.25,5.31,,0.83,0.83,0.83
2009/2/20,1.2339,1.5207,2.3855,3.2839,89.84,0.41,1.34,3.02,2.01,2.84,-0.33,276,2.25,5.31,,0.83,0.83,0.83
2009/2/23,1.2094,1.5072,2.3857,3.2882,90.25,-0.12,0.99,1.42,1.79,1.45,1.01,277,2.25,5.31,,0.83,0.83,0.83
2009/2/24,1.2034,1.4945,2.3651,3.2664,90.13,0.38,1.06,1.37,1.93,-0.02,-0.09,278,2.25,5.31,,0.82,0.83,0.83
2009/2/25,1.1362,1.4641,2.3769,3.282,90.51,0.56,0.02,1.71,-5.82,0.62,-0.82,279,2.25,5.31,,0.82,0.83,0.83
2009/2/26,1.1909,1.4827,2.3571,3.2678,91.07,0.11,0.45,0.49,-4.9,-1.32,-1.27,280,2.25,5.31,,0.82,0.83,0.82
2009/2/27,1.1967,1.4877,2.3616,3.2734,91.18,0.06,1.68,0.44,1.22,0.15,-3.94,281,2.25,5.31,,0.81,0.82,0.82
2009/3/2,1.1935,1.4907,2.3717,3.2841,91.24,-0.05,0.43,1.21,-2.25,-1.12,0.28,282,2.25,5.31,,0.81,0.82,0.82
2009/3/3,1.1759,1.4842,2.3775,3.2894,91.19,-0.66,0.31,-0.17,0.52,-4.16,-1.89,283,2.25,5.31,,0.81,0.82,0.81
2009/3/4,1.2323,1.5258,2.4003,3.3056,90.53,0.99,1.69,-0.23,1.22,-2.44,-0.83,284,2.25,5.31,,0.81,0.82,0.81
2009/3/5,1.1618,1.5006,2.4289,3.3441,91.52,1.34,0.04,0.75,-0.37,-2.04,-1.35,285,2.25,5.31,,0.81,0.82,0.81
2009/3/6,1.1335,1.4889,2.4401,3.3687,92.86,-1.19,-1.24,-1.01,-0.18,-3.35,-4.59,286,2.25,5.31,,0.81,0.82,0.81
2009/3/9,1.1421,1.4842,2.4168,3.3335,91.67,-0.17,0.78,0.37,0.03,-0.41,-0.97,287,2.25,5.31,,0.82,0.81,0.81
2009/3/10,1.1346,1.4734,2.4017,3.3167,91.5,0.72,-0.48,0.56,-1.39,-1.46,-0.83,288,2.25,5.31,,0.82,0.81,0.81
2009/3/11,1.1517,1.4624,2.3616,3.2838,92.22,-0.66,-1.92,-7.53,-1.09,-2.53,-1.64,289,2.25,5.31,,0.82,0.81,0.81
2009/3/12,1.1739,1.4801,2.3723,3.2879,91.56,0.06,0.71,-5.39,-1.81,-1.76,-0.83,290,2.25,5.31,,0.81,0.81,0.81
2009/3/13,1.167,1.4733,2.3657,3.2819,91.62,0.83,0.23,0.78,-0.29,-4.38,-1.25,291,2.25,5.31,,0.81,0.81,0.81
2009/3/16,1.1225,1.4405,2.3488,3.2733,92.45,-1.43,-0.41,-3.46,-2.33,-0.93,-1.79,292,2.25,5.31,,0.81,0.81,0.81
2009/3/17,1.1783,1.4711,2.3465,3.2567,91.02,-0.72,1.04,0.69,-3.99,-1.72,1.3,293,2.25,5.31,,0.81,0.81,0.81
2009/3/18,1.1645,1.468,2.3532,3.2562,90.3,1.97,-5.61,1.45,-2.21,-0.6,-0.15,294,2.25,5.31,,0.81,0.81,0.81
2009/3/19,1.1397,1.4475,2.3437,3.2664,92.27,-0.42,-6.1,-1.12,-2.79,-2.1,-1.79,295,2.25,5.31,,0.81,0.81,0.81
2009/3/20,1.1569,1.4606,2.3509,3.2694,91.85,0.19,0.55,0.83,-2.34,-3.58,-1.1,296,2.25,5.31,,0.81,0.81,0.81
2009/3/23,1.1597,1.4719,2.3723,3.2927,92.04,0.02,-3.05,-0.34,-0.78,-1.34,-0.59,297,2.25,5.31,,0.81,0.81,0.81
2009/3/24,1.1664,1.4866,2.396,3.3166,92.06,-7.37,-0.35,-1.95,-2.02,-1.39,0.09,298,2.25,5.31,,0.81,0.81,0.81
2009/3/25,1.1807,1.4943,2.366,3.2129,84.69,1.48,7.06,6.44,5,5.89,5.57,299,2.25,5.31,,0.81,0.81,0.81
2009/3/26,1.0263,1.4365,2.4272,3.2889,86.17,6.23,4.98,3.58,3.63,4.56,4.02,300,2.25,5.31,,0.81,0.81,0.81
2009/3/27,1.1007,1.4518,2.3969,3.3209,92.4,-3.41,0.28,-1.07,-5.16,-2.03,-3.22,301,2.25,5.31,,0.81,0.81,0.81
2009/3/30,1.1328,1.4722,2.393,3.2829,88.99,2.72,2.71,1.13,2.53,1.67,1.76,302,2.25,5.31,,0.81,0.81,0.81
2009/3/31,1.1579,1.4674,2.3634,3.2805,91.71,0.04,-1.6,-4.68,-2.41,0.61,-0.85,303,2.25,5.31,,0.81,0.81,0.81
2009/4/1,1.142,1.4717,2.3904,3.3079,91.75,-0.6,-0.62,-3.66,-2.05,-1.6,-3.79,304,2.25,5.31,,0.81,0.81,0.81
2009/4/2,1.2178,1.5068,2.3782,3.2897,91.15,1.53,-1.4,-1.67,-0.98,-0.67,-1.51,305,2.25,5.31,,0.81,0.81,0.81
2009/4/3,1.1579,1.4818,2.3971,3.3239,92.68,-0.98,-1.35,-3.17,-4.41,-1.93,-3.52,306,2.25,5.31,,0.81,0.81,0.81
2009/4/7,1.1427,1.5097,2.4701,3.3871,91.7,-1.59,-1.58,-0.44,-1,-0.25,-0.83,307,2.25,5.31,,0.81,0.81,0.81
2009/4/8,1.2197,1.5345,2.4291,3.3302,90.11,1.02,-3.08,-0.07,0.56,2.04,0.33,308,2.25,5.31,,0.81,0.81,0.81
2009/4/9,1.2243,1.5351,2.4309,3.3422,91.13,-1.38,-3.04,-1.44,-0.55,-0.87,-0.89,309,2.25,5.31,,0.81,0.81,0.81
2009/4/10,1.2085,1.5442,2.4632,3.3607,89.75,1.58,-0.27,0.05,0.98,0.44,0.65,310,2.25,5.31,,0.81,0.81,0.81
2009/4/13,1.2701,1.5743,2.4633,3.3766,91.33,-1.21,-1.82,-4.09,-0.96,-2.15,-1.1,311,2.25,5.31,,0.81,0.81,0.81
2009/4/14,1.2371,1.5621,2.4704,3.3716,90.12,-3.09,1.14,1.4,0.54,0.63,-0.05,312,2.25,5.31,,0.81,0.81,0.81
2009/4/15,1.2707,1.5903,2.4783,3.3486,87.03,1.06,3.01,2.27,5.29,3.83,3.37,313,2.25,5.31,,0.81,0.81,0.81
2009/4/16,1.2728,1.5775,2.4521,3.333,88.09,1.39,1.6,1.61,2.06,-0.13,1.9,314,2.25,5.31,,0.81,0.81,0.81
2009/4/17,1.2687,1.5726,2.4554,3.3502,89.48,0.03,0.32,0.69,1,0.16,-0.19,315,2.25,5.31,,0.81,0.81,0.81
2009/4/20,1.2648,1.5696,2.4534,3.3485,89.51,1.75,-2.27,-1.24,1.24,-0.35,0.61,316,2.25,5.31,,0.81,0.81,0.81
2009/4/21,1.2456,1.5437,2.4257,3.3383,91.26,-1.22,0.26,-0.56,0.19,-0.39,-0.13,317,2.25,5.31,,0.84,0.81,0.81
2009/4/22,1.2823,1.5642,2.4241,3.3245,90.04,-0.35,-0.74,0.63,2.11,0.4,-0.35,318,2.25,5.31,,0.84,0.82,0.82
2009/4/23,1.298,1.5847,2.4488,3.3457,89.69,0.11,0.01,0.89,0.57,0.55,0.74,319,2.25,5.31,,0.82,0.82,0.82
2009/4/24,1.3262,1.5878,2.4243,3.3223,89.8,-2.56,0.37,0.93,0.39,0.6,0.78,320,2.25,5.31,,0.82,0.82,0.83
2009/4/27,1.3054,1.578,2.4149,3.2873,87.24,4.28,1.03,3.13,1.94,2.99,-2.25,321,2.25,5.31,,0.82,0.82,0.83
2009/4/28,1.2785,1.5548,2.4133,3.3285,91.52,-2.22,-0.82,-0.86,-0.77,-1.45,-6.77,322,2.25,5.31,,0.82,0.82,0.82
2009/4/29,1.3447,1.5954,2.418,3.311,89.3,0.4,1.37,3.02,1.56,1.1,-1.98,323,2.25,5.31,,0.82,0.82,0.82
2009/4/30,1.3238,1.5881,2.4273,3.3243,89.7,0.47,0.88,0.45,-1.74,0.29,0.04,324,2.25,5.31,,0.82,0.82,0.82
2009/5/4,1.3101,1.5808,2.4286,3.3303,90.17,-1.9,0.56,0.31,-0.53,-0.88,1.31,325,2.25,5.31,,0.83,0.82,0.82
2009/5/5,1.3559,1.6069,2.4267,3.3094,88.27,2.43,2.1,2.48,0.89,1.85,1.76,326,2.25,5.31,,0.82,0.82,0.82
2009/5/6,1.2978,1.5667,2.4143,3.3213,90.7,-0.03,-0.04,0.75,0.17,0.43,0.32,327,2.25,5.31,,0.82,0.82,0.82
2009/5/7,1.2805,1.5482,2.3942,3.3009,90.67,-0.09,1.65,1.48,-0.23,-0.98,-0.9,328,2.25,5.31,,0.82,0.82,0.82
2009/5/8,1.2532,1.5256,2.3768,3.2826,90.58,0.15,-0.43,-0.32,-0.34,-0.15,-1.23,329,2.25,5.31,,0.82,0.82,0.82
2009/5/11,1.2439,1.5233,2.3828,3.2901,90.73,-0.36,-0.25,-0.54,-0.33,-0.15,-0.1,330,2.25,5.31,,0.82,0.82,0.82
2009/5/12,1.2501,1.5228,2.3738,3.2775,90.37,0.29,0.38,-1.19,-0.14,-5.38,-5.17,331,2.25,5.31,,0.82,0.82,0.82
2009/5/13,1.2373,1.5086,2.3589,3.2655,90.66,1.66,0.79,0.09,-0.59,-5.91,-5.13,332,2.25,5.31,,0.82,0.82,0.82
2009/5/14,1.1232,1.4382,2.3427,3.2659,92.32,-2.17,-0.17,-1.46,-1.92,-5,-5.48,333,2.25,5.31,,0.82,0.82,0.82
2009/5/15,1.2489,1.5092,2.3455,3.247,90.15,0.33,0.11,-2.19,-0.16,-0.41,-5.22,334,2.25,5.31,,0.82,0.82,0.82
2009/5/18,1.2122,1.4787,2.323,3.2278,90.48,0.27,-0.29,-0.84,-1.19,1,-6.94,335,2.25,5.31,,0.82,0.82,0.82
2009/5/19,1.1959,1.4697,2.3232,3.2307,90.75,0.7,-1.57,-1.59,-0.63,-0.72,-15.73,336,2.25,5.31,,0.82,0.82,0.82
2009/5/20,1.1424,1.4419,2.3263,3.2408,91.45,0.7,-0.7,-0.58,-0.32,-0.43,-15.89,337,2.25,5.31,,0.82,0.82,0.82
2009/5/21,1.1454,1.4488,2.3398,3.2613,92.15,-1.89,-1.29,-1.71,-2.46,-2.38,-19.1,338,2.25,5.31,,0.82,0.82,0.82
2009/5/22,1.203,1.472,2.3184,3.221,90.26,-0.07,-2.3,-0.02,0.17,-0.91,-15.11,339,2.25,5.31,,0.82,0.82,0.82
2009/5/25,1.232,1.4995,2.3441,3.246,90.19,-1.01,-0.55,0.21,0.39,0.44,-17.86,340,2.25,5.31,,0.82,0.82,0.82
2009/5/26,1.299,1.5537,2.3807,3.2725,89.18,1.57,-0.02,1.05,-4.19,-3.98,-12.61,341,2.25,5.31,,0.82,0.82,0.82
2009/5/27,1.2082,1.4933,2.3594,3.2669,90.75,0.11,0.12,-0.68,-6,-5.22,-12.67,342,2.25,5.31,,0.82,0.82,0.82
2009/6/1,1.2133,1.4952,2.358,3.2666,90.86,-2.9,-0.42,-0.46,-3.54,-4.02,-12.78,343,2.25,5.31,,0.82,0.82,0.82
2009/6/2,1.2997,1.55,2.368,3.2476,87.96,1.68,2.28,2.03,1.78,-3.03,-13.38,344,2.25,5.31,,0.82,0.82,0.82
2009/6/3,1.2872,1.5419,2.3703,3.2667,89.64,-0.48,0.76,-0.35,1.84,-6.1,-10.42,345,2.25,5.31,,0.82,0.82,0.82
2009/6/4,1.2956,1.5402,2.3557,3.2473,89.16,1.71,1.07,0.96,0.87,-14.14,-13.84,346,2.25,5.31,,0.82,0.82,0.82
