"","date_id","T_name","T_irret","T_close","T_settle","TF_name","TF_irret","TF_close","TF_settle","FutYHret","X10_5","rsv","K","D","DL","vt","ER","smooth","C","AMA","quan90","quan80","quan70","quan60","quan50","quan40","quan30","quan20","quan10","position_T","position_TF","lag_position_T","lag_position_TF","change_T","change_TF","return","cumret","ZHJE","KCSS"
"20",2015-11-27,"T1603.CFE",0.031633333,98.695,98.655,"TF1603.CFE",0.030166667,99.975,99.925,14.67,16.56,0.947867298578199,0.694569108105544,0.618601380140984,0.67,3.99,0.167919799498747,0.338337647397182,0.11447236364626,14.7578188047952,16.067,15.464,15.33,15,15,14.198,13.67,13.264,12.67,0,0,0,0,-0.275000000000006,-0.150000000000006,0,0,1e+06,0
"21",2015-11-30,"T1603.CFE",0.031166667,99.015,99.035,"TF1603.CFE",0.029566667,100.135,100.17,16,15.85,0.947867298578199,0.729355837963364,0.63153696393732,2.33,4.99,0.466933867735471,0.22853576004468,0.0522285936191993,14.8226961816409,16.067,15.464,15.33,15,15,14.198,13.67,13.264,12.67,-1,2,0,0,0.379999999999995,0.245000000000005,0,0,1e+06,0
"22",2015-12-01,"T1603.CFE",0.031533333,98.75,98.73,"TF1603.CFE",0.030066667,99.99,99.97,14.67,13.34,0.947867298578199,0.764142567821184,0.647951220719439,1.34,5.98,0.224080267558528,0.317714786994901,0.100942685875215,14.8072826189432,16,15.33,15.099,15,14.835,14.198,13.67,13.264,12.67,0,0,-1,2,-0.304999999999993,-0.200000000000003,-0.0389500000000054,-0.0950000000000131,961049.999999995,41
"23",2015-12-02,"T1603.CFE",0.031433333,98.83,98.835,"TF1603.CFE",0.029933333,100.02,100.015,15,17.62,0.947867298578199,0.798929297679004,0.667844150487339,0,4.64,0,0.4,0.16,14.8381173999123,16,15.33,15,15,14.835,14.198,13.67,13.264,12.67,0,0,0,0,0.10499999999999,0.0450000000000017,0,-0.0950000000000131,961049.999999995,0
"24",2015-12-03,"T1603.CFE",0.031233333,98.965,98.975,"TF1603.CFE",0.0297,100.105,100.105,15.33,11.17,0.947867298578199,0.833716027536824,0.691215753241022,0.33,4.97,0.0663983903420523,0.375617640267837,0.141088611680378,14.9075164330684,16,15.33,15.099,15,15,14.402,13.67,13.264,12.67,-1,2,0,0,0.140000000000001,0.0900000000000034,0,-0.0950000000000131,961049.999999995,0
"25",2015-12-04,"T1603.CFE",0.031366667,98.86,98.885,"TF1603.CFE",0.029866667,100.045,100.04,15,10.77,0.947867298578199,0.868502757394644,0.718066028980486,0.33,4.97,0.0663983903420523,0.375617640267837,0.141088611680378,14.92056481113,16,15.33,15,15,15,14.402,13.67,13.264,12.67,0,0,-1,2,-0.0899999999999892,-0.0649999999999977,-0.0166484574163702,-0.135000000000019,945049.999999992,40
"26",2015-12-07,"T1603.CFE",0.031333333,98.95,98.915,"TF1603.CFE",0.0297,100.115,100.095,16.33,18.18,0.947867298578199,0.903289487252464,0.748394977705732,0.999999999999998,6.3,0.158730158730158,0.341712204007286,0.116767230367517,15.0851406545169,16,15.33,15,15,15,14.402,13.67,13.264,12.67,-1,2,0,0,0.0300000000000011,0.0549999999999926,0,-0.135000000000019,945049.999999992,0
"27",2015-12-08,"T1603.CFE",0.031033333,99.195,99.14,"TF1603.CFE",0.0295,100.23,100.205,15.33,12.01,1.28755364806867,0.965378185392664,0.784266129578332,0.33,6.97,0.0473457675753228,0.382614013218242,0.146393483110969,15.1209864669744,15.397,15.33,15,15,15,14.402,13.67,13.264,12.67,-1,2,-1,2,0.224999999999994,0.109999999999999,-0.00206338288979235,-0.140000000000015,943099.999999994,39
"28",2015-12-09,"T1603.CFE",0.031,99.17,99.18,"TF1603.CFE",0.029433333,100.22,100.215,15.67,14.76,1.28755364806867,1.01580456847629,0.823347021586971,0.34,6.98,0.0487106017191977,0.382112828221147,0.146010213491164,15.201148050141,15.703,15.33,15.099,15,15,14.67,13.67,13.264,12.67,-1,2,-1,2,0.0400000000000063,0.0100000000000051,-0.00827059696744625,-0.160000000000011,935299.999999995,39
"29",2015-12-10,"T1603.CFE",0.031133333,99.105,99.09,"TF1603.CFE",0.029566667,100.18,100.17,15.67,18.1,1.28755364806867,1.04977320342534,0.862346104104733,1,6.32,0.158227848101266,0.341896659057896,0.116893325474951,15.2559537137155,15.703,15.33,15.33,15,15,14.868,13.901,13.33,12.67,-1,2,-1,2,-0.0900000000000034,-0.0450000000000017,0,-0.160000000000011,935299.999999995,39
"30",2015-12-11,"T1603.CFE",0.030866667,99.37,99.275,"TF1603.CFE",0.029266667,100.34,100.285,16,17.64,1.28755364806867,1.08374183837439,0.901263377131617,0,5.32,0,0.4,0.16,15.375001119521,16,15.398,15.33,15,15,15,14.469,13.602,12.967,-1,2,-1,2,0.185000000000002,0.114999999999995,0.0187640329306054,-0.115000000000023,952849.99999999,39
"31",2015-12-14,"T1603.CFE",0.031366667,98.87,98.875,"TF1603.CFE",0.0298,100.09,100.075,15.67,18.02,1.28755364806867,1.11771047332343,0.940098840667624,1,4.32,0.231481481481482,0.314996964177292,0.0992230874409102,15.4042718192337,16,15.67,15.33,15.132,15,15,14.67,13.67,13.297,-1,2,-1,2,-0.400000000000006,-0.209999999999994,-0.00818596841055041,-0.135000000000005,945049.999999998,39
"32",2015-12-15,"T1603.CFE",0.031133333,99.085,99.07,"TF1603.CFE",0.0295,100.2,100.195,16.33,18.72,1.3094688221709,1.15387062568271,0.979071646453776,1.33,4.65,0.286021505376344,0.294969152124097,0.0870068007048085,15.4848164665645,16,15.67,15.33,15.33,15,15,14.901,13.934,13.33,-1,2,-1,2,0.194999999999993,0.11999999999999,0.0185704460081426,-0.0900000000000176,962599.999999993,39
"33",2015-12-16,"T1603.CFE",0.031033333,99.16,99.16,"TF1603.CFE",0.029366667,100.245,100.25,16.67,16.35,1.2724795640327,1.18633185222815,1.01781190190869,1.34,4.66,0.28755364806867,0.2944065292338,0.0866752044554923,15.5875424916423,16.033,15.736,15.432,15.33,15,15,15,14.536,13.636,-1,2,-1,2,0.0900000000000034,0.0550000000000068,0.0081030542281364,-0.0700000000000074,970399.999999997,39
"34",2015-12-17,"T1603.CFE",0.031033333,99.15,99.16,"TF1603.CFE",0.0294,100.24,100.235,16.33,13.5,1.2724795640327,1.2187930787736,1.05631960703237,1.33,4.67,0.284796573875803,0.295418963035771,0.0872723637211301,15.6523385133592,16.33,16,15.67,15.33,15.165,15,15,14.67,13.67,-1,2,-1,2,0,-0.0150000000000006,-0.012056883759275,-0.100000000000009,958699.999999996,39
"35",2015-12-18,"T1603.CFE",0.030533333,99.56,99.55,"TF1603.CFE",0.028466667,100.62,100.595,20.67,13.43,0.608865710560626,1.18489291997185,1.08795862329009,4.34,7.68000000000001,0.565104166666667,0.192486338797814,0.0370509906237869,15.838247842054,16.33,16,15.67,15.33,15.33,15,15,14.934,13.967,-1,2,-1,2,0.390000000000001,0.359999999999999,0.134244289141546,0.22999999999999,1087400,39
"36",2015-12-21,"T1603.CFE",0.0302,99.805,99.84,"TF1603.CFE",0.027966667,100.78,100.795,22.33,5.6,0.482222222222222,1.13832841233625,1.11146251579847,7,8.34000000000001,0.839328537170263,0.0917875535637067,0.00842495498921032,15.8929405617858,16.364,16.066,15.769,15.466,15.33,15,15,15,14.603,-1,2,-1,2,0.290000000000006,0.200000000000003,0.0394519036233216,0.339999999999989,1130300,39
"37",2015-12-22,"T1603.CFE",0.030166667,99.905,99.87,"TF1603.CFE",0.028066667,100.775,100.74,21,17.97,0.482222222222222,1.0577952697516,1.12070422423436,5.33,9.33,0.571275455519828,0.190220160595997,0.0361837094971671,16.0777329168829,17.07,16.33,16,15.67,15.33,15.198,15,15,14.603,0,0,-1,2,0.0300000000000011,-0.0550000000000068,-0.0483057595328727,0.199999999999974,1075699.99999999,39
"38",2015-12-23,"T1603.CFE",0.03,99.98,99.97,"TF1603.CFE",0.0279,100.81,100.815,21,18.54,0.482222222222222,0.97726212716696,1.11684998010343,5.33,9.33,0.571275455519828,0.190220160595997,0.0361837094971671,16.2558387990859,20.703,16.33,16,15.67,15.33,15.33,15,15,14.603,0,0,0,0,0.0999999999999943,0.0750000000000028,0,0.199999999999974,1075699.99999999,0
"39",2015-12-24,"T1603.CFE",0.0296,100.28,100.27,"TF1603.CFE",0.027566667,100.96,100.945,20.33,15.41,0.482222222222222,0.896728984582315,1.10154555821913,4.33,9.67000000000001,0.447776628748707,0.235570549443098,0.055493483764923,16.4819281975445,20.703,16.398,16.099,15.67,15.33,15.33,15,15,14.603,0,0,0,0,0.299999999999997,0.129999999999995,0,0.199999999999974,1075699.99999999,0
"40",2015-12-25,"T1603.CFE",0.0296,100.26,100.255,"TF1603.CFE",0.027833333,100.86,100.84,17.67,15.21,0.482222222222222,0.81619584199767,1.07479095858145,2,12,0.166666666666667,0.33879781420765,0.114783958911882,16.6182997825019,20.703,16.87,16.33,15.802,15.5,15.33,15,15,14.603,0,0,0,0,-0.0150000000000006,-0.10499999999999,0,0.199999999999974,1075699.99999999,0
"41",2015-12-28,"T1603.CFE",0.0293,100.48,100.445,"TF1603.CFE",0.027566667,100.955,100.94,17.33,15.4,0.482222222222222,0.735662699413026,1.03658618119041,1,11.68,0.0856164383561643,0.368560520997081,0.13583685763764,16.7149749036269,20.703,17.398,16.33,16,15.67,15.33,15.231,15,14.67,0,0,0,0,0.189999999999998,0.0999999999999943,0,0.199999999999974,1075699.99999999,0
"42",2015-12-29,"T1603.CFE",0.0296,100.23,100.27,"TF1603.CFE",0.027866667,100.83,100.83,17.33,13.94,0.482222222222222,0.652938039418158,0.986492922563959,0.659999999999997,11.34,0.0582010582010579,0.378627808136005,0.143359017093875,16.803144296931,20.703,17.398,16.432,16.132,15.67,15.33,15.33,15,14.967,0,0,0,0,-0.174999999999997,-0.109999999999999,0,0.199999999999974,1075699.99999999,0
"43",2015-12-30,"T1603.CFE",0.0297,100.15,100.175,"TF1603.CFE",0.0279,100.785,100.805,18,14.18,0.391644908616188,0.564854573876507,0.924345194728794,1.67,11.67,0.143101970865467,0.347451079551042,0.120722252681184,16.9476314135398,20.703,17.736,16.868,16.33,15.835,15.534,15.33,15,15,0,0,0,0,-0.0949999999999989,-0.0249999999999915,0,0.199999999999974,1075699.99999999,0
"44",2015-12-31,"T1603.CFE",0.0299,100.035,100.055,"TF1603.CFE",0.0282,100.68,100.7,17,15.91,0.391644908616188,0.476771108334856,0.850142997684919,3.67,8.33,0.440576230492197,0.238214630114341,0.0567462100005122,16.9506031323445,20.703,17.736,17.099,16.33,16,15.67,15.33,15.264,15,0,0,0,0,-0.11999999999999,-0.105000000000004,0,0.199999999999974,1075699.99999999,0
"45",2016-01-04,"T1603.CFE",0.0301,99.865,99.91,"TF1603.CFE",0.028433333,100.595,100.605,16.67,14.21,0.391644908616188,0.455049028140412,0.777158608501776,5.66,7,0.808571428571428,0.103081967213115,0.0106258919645257,16.9476214737753,20.703,17.736,17.099,16.466,16.165,15.67,15.33,15.33,15,0,0,0,0,-0.14500000000001,-0.0949999999999989,0,0.199999999999974,1075699.99999999,0
"46",2016-01-05,"T1603.CFE",0.0304,99.595,99.66,"TF1603.CFE",0.029,100.33,100.375,14,12.81,0.440576230492197,0.45088442896741,0.708414210164892,7,8.34,0.839328537170263,0.0917875535637065,0.0084249549892103,16.9227878955335,20.703,17.736,17.099,16.466,16.165,15.67,15.33,15.264,14.967,1,-2,0,0,-0.25,-0.230000000000004,0,0.199999999999974,1075699.99999999,0
"47",2016-01-06,"T1603.CFE",0.03,100.02,99.98,"TF1603.CFE",0.0284,100.62,100.61,16,15.51,0.440576230492197,0.446719829794407,0.647306666169172,5,10.34,0.483558994197292,0.222430795573453,0.0494754588194394,16.877132541009,20.703,17.736,17.099,16.466,16.165,15.868,15.568,15.264,14.967,0,0,1,-2,0.320000000000007,0.234999999999999,-0.0613553964860063,0.0499999999999829,1009699.99999999,44
"48",2016-01-07,"T1603.CFE",0.0302,99.865,99.86,"TF1603.CFE",0.028566667,100.58,100.56,16.33,10.27,0.440576230492197,0.442555230621405,0.593835976514617,4,10,0.4,0.253114754098361,0.0640670787422736,16.8420793574217,20.703,17.736,17.099,16.466,16.33,16,15.67,15.33,14.967,0,0,0,0,-0.120000000000005,-0.0499999999999972,0,0.0499999999999829,1009699.99999999,0
"49",2016-01-08,"T1603.CFE",0.029633333,100.24,100.225,"TF1603.CFE",0.028,100.765,100.77,16.33,8.84,0.440576230492197,0.438390631448402,0.548002141201225,1.34,7.34,0.182561307901908,0.332961093491759,0.110863089779228,16.7853086576458,20.703,17.736,17.099,16.466,16.33,16,15.67,15.33,14.967,0,0,0,0,0.364999999999995,0.209999999999994,0,0.0499999999999829,1009699.99999999,0
"50",2016-01-11,"T1603.CFE",0.0296,100.23,100.24,"TF1603.CFE",0.027966667,100.79,100.785,16.33,8.26,0.440576230492197,0.4342260322754,0.509805160228998,1,7,0.142857142857143,0.347540983606557,0.120784735286213,16.7303143219585,20.703,17.736,17.099,16.466,16.33,16.198,15.901,15.602,15,0,0,0,0,0.0150000000000006,0.0150000000000006,0,0.0499999999999829,1009699.99999999,0
"51",2016-01-12,"T1603.CFE",0.029,100.62,100.61,"TF1603.CFE",0.027466667,100.98,100.975,15.33,6.47,0.440576230492197,0.430061433102397,0.479245033597935,2,8,0.25,0.308196721311475,0.0949852190271433,16.5973051593804,20.703,17.736,17.099,16.466,16.33,16.198,15.67,15.33,15,1,-2,0,0,0.370000000000005,0.189999999999998,0,0.0499999999999829,1009699.99999999,0
"52",2016-01-13,"T1603.CFE",0.028733333,100.82,100.775,"TF1603.CFE",0.027166667,101.13,101.095,15.67,5.5,0.440576230492197,0.425896833929395,0.456540913049059,2.33,7.67,0.303780964797914,0.288447645713553,0.0832020443176913,16.5201514744136,20.703,17.736,17.099,16.466,16.33,16.198,15.67,15.602,15.297,0,0,1,-2,0.165000000000006,0.120000000000005,-0.0304545904724189,-0.0250000000000199,978949.999999992,41
"53",2016-01-14,"T1603.CFE",0.0293,100.445,100.435,"TF1603.CFE",0.027666667,100.92,100.905,16.33,9.2,0.440576230492197,0.430789966116995,0.443134452273108,0.670000000000002,7.32999999999999,0.0914051841746251,0.366434817614564,0.134274475560219,16.4946189849097,20.703,17.736,17.099,16.466,16.33,16.33,15.901,15.67,15.33,0,0,0,0,-0.340000000000003,-0.189999999999998,0,-0.0250000000000199,978949.999999992,0
"54",2016-01-15,"T1603.CFE",0.029,100.645,100.615,"TF1603.CFE",0.027333333,101.05,101.035,16.67,10.98,0.440576230492197,0.435683098304596,0.439025651270082,0,7.34,0,0.4,0.16,16.5226799473242,20.703,17.736,17.099,16.67,16.33,16.33,16,15.67,15.33,0,0,0,0,0.179999999999993,0.129999999999995,0,-0.0250000000000199,978949.999999992,0
"55",2016-01-18,"T1603.CFE",0.0296,100.285,100.235,"TF1603.CFE",0.027966667,100.84,100.795,16.33,17.22,0.440576230492197,0.440576230492197,0.43757837150526,2.33,5.01,0.465069860279441,0.229220248028533,0.0525419221062623,16.5125561725404,20.703,17.736,17.099,16.67,16.33,16.33,16.231,15.67,15.636,0,0,0,0,-0.379999999999995,-0.239999999999995,0,-0.0250000000000199,978949.999999992,0
"56",2016-01-19,"T1603.CFE",0.029733333,100.13,100.155,"TF1603.CFE",0.028066667,100.72,100.745,16.67,14.11,0.440576230492197,0.440576230492197,0.436547551657739,0.670000000000002,3.35,0.2,0.32655737704918,0.10663972050524,16.529345938296,20.703,17.736,17.099,16.67,16.33,16.33,16.231,15.67,15.636,0,0,0,0,-0.0799999999999983,-0.0499999999999972,0,-0.0250000000000199,978949.999999992,0
"57",2016-01-20,"T1603.CFE",0.0297,100.27,100.185,"TF1603.CFE",0.028,100.82,100.765,17,12.11,0.440576230492197,0.440576230492197,0.435933191727518,0.670000000000002,3.35,0.2,0.32655737704918,0.10663972050524,16.5795363558908,20.703,17.736,17.099,16.67,16.5,16.33,16.33,15.934,15.67,0,0,0,0,0.0300000000000011,0.019999999999996,0,-0.0250000000000199,978949.999999992,0
"58",2016-01-21,"T1603.CFE",0.0294,100.365,100.385,"TF1603.CFE",0.027733333,100.86,100.875,16.67,9.44,0.440576230492197,0.440576230492197,0.435735291714597,0.340000000000003,3.68,0.0923913043478269,0.366072701354241,0.134009222676791,16.5916593185184,20.703,17.736,17.099,16.67,16.67,16.33,16.33,16,15.67,0,0,0,0,0.200000000000003,0.109999999999999,0,-0.0250000000000199,978949.999999992,0
"59",2016-01-22,"T1603.CFE",0.0294,100.42,100.37,"TF1603.CFE",0.0278,100.875,100.845,16,15.67,0.440576230492197,0.440576230492197,0.435953851618977,0.329999999999998,4.35,0.0758620689655168,0.372142453363482,0.138490005595392,16.5097204161862,20.703,17.736,17.099,16.67,16.67,16.33,16.33,16,15.67,0,0,0,0,-0.0150000000000006,-0.0300000000000011,0,-0.0250000000000199,978949.999999992,0
"60",2016-01-25,"T1603.CFE",0.030166667,99.835,99.87,"TF1603.CFE",0.028666667,100.51,100.52,15,15.93,0.440576230492197,0.440576230492197,0.436588871440657,0.33,4.35000000000001,0.0758620689655171,0.372142453363482,0.138490005595392,16.3006392273011,20.703,17.736,17.099,16.67,16.67,16.33,16.33,16,15.636,0,0,0,0,-0.5,-0.325000000000003,0,-0.0250000000000199,978949.999999992,0
"61",2016-01-26,"T1603.CFE",0.0301,99.91,99.93,"TF1603.CFE",0.028566667,100.56,100.56,15.33,14.49,0.440576230492197,0.440576230492197,0.437640351179637,0.34,4.34000000000001,0.0783410138248846,0.37123215230037,0.137813310901565,16.1668722216958,20.703,17.736,17.099,16.67,16.67,16.33,16.33,16,15.33,0,0,0,0,0.0600000000000023,0.0400000000000063,0,-0.0250000000000199,978949.999999992,0
"62",2016-01-27,"T1603.CFE",0.0304,99.77,99.695,"TF1603.CFE",0.028833333,100.49,100.45,15.67,18.39,0.440576230492197,0.440576230492197,0.439108290835917,0.659999999999998,4.02000000000001,0.164179104477611,0.339711279667238,0.115403753533152,16.1095313022857,20.703,17.736,17.099,16.67,16.67,16.33,16.33,15.934,15.33,0,0,0,0,-0.235000000000014,-0.109999999999999,0,-0.0250000000000199,978949.999999992,0
"63",2016-01-28,"T1603.CFE",0.030033333,99.965,99.955,"TF1603.CFE",0.0285,100.58,100.57,15.33,16.95,0.440576230492197,0.440576230492197,0.440086917273437,1.34,4.02,0.333333333333333,0.277595628415301,0.0770593329152856,16.049461140145,20.703,17.736,17.099,16.67,16.5,16.33,16.231,15.67,15.33,0,0,0,0,0.260000000000005,0.11999999999999,0,-0.0250000000000199,978949.999999992,0
"64",2016-01-29,"T1603.CFE",0.029433333,100.365,100.34,"TF1603.CFE",0.027966667,100.79,100.78,14.67,12.51,0.440576230492197,0.440576230492197,0.440576230492197,1.66,4.34,0.382488479262672,0.259545214172396,0.0673637181997948,15.9565355086327,20.703,17.736,17.099,16.67,16.5,16.33,16,15.602,15.297,0,0,0,0,0.385000000000005,0.210000000000008,0,-0.0250000000000199,978949.999999992,0
"65",2016-02-01,"T1603.CFE",0.0295,100.34,100.31,"TF1603.CFE",0.028066667,100.76,100.75,14.33,15.51,0.440576230492197,0.440576230492197,0.440576230492197,2.34,4.34,0.539170506912443,0.202009518773136,0.0408078456749539,15.8901600986116,20.397,17.398,17,16.67,16.33,16.33,15.901,15.33,14.967,0,0,0,0,-0.0300000000000011,-0.0300000000000011,0,-0.0250000000000199,978949.999999992,0
"66",2016-02-02,"T1603.CFE",0.0301,99.92,99.94,"TF1603.CFE",0.0286,100.54,100.545,15,15.6,0.524285714285715,0.448947178871549,0.441413325330132,2,4.68,0.427350427350427,0.243071318481155,0.0590836658681669,15.8375661767761,18.233,17.33,16.769,16.67,16.33,16.198,15.67,15.33,14.967,0,0,0,0,-0.370000000000005,-0.204999999999998,0,-0.0250000000000199,978949.999999992,0
"67",2016-02-03,"T1603.CFE",0.0299,100.07,100.035,"TF1603.CFE",0.028466667,100.62,100.6,14.33,14.04,0.524285714285715,0.457318127250901,0.443087515006003,2.34,5.02,0.466135458167331,0.228828946509046,0.0523626867604397,15.7586259612909,17.703,17.066,16.67,16.466,16.33,16,15.568,15.264,14.636,0,0,0,0,0.0949999999999989,0.0549999999999926,0,-0.0250000000000199,978949.999999992,0
