wind_cd,date_id,ctd_cd,irr,ctd_ib,irr_ib,ctd_sh,irr_sh,ctd_sz,irr_sz
TF1406.CFE,2013-10-25 00:00:00,101308.SZ,4.8099,130008.IB,4.4705,010512.SH,3.2971,101308.SZ,4.8099
TF1406.CFE,2013-10-28 00:00:00,130008.IB,5.7502,130008.IB,5.7502,010512.SH,3.3746,101308.SZ,4.6671
TF1406.CFE,2013-10-29 00:00:00,130020.IB,4.3314,130020.IB,4.3314,010512.SH,3.7624,101308.SZ,4.7989
TF1406.CFE,2013-10-30 00:00:00,130015.IB,4.4612,130015.IB,4.4612,010512.SH,3.2367,101308.SZ,4.8231
TF1406.CFE,2013-10-31 00:00:00,101308.SZ,4.5117,130008.IB,4.1106,019315.SH,3.8315,101308.SZ,4.5117
TF1406.CFE,2013-11-01 00:00:00,101308.SZ,4.6369,130008.IB,4.1824,019315.SH,4.5595,101308.SZ,4.6369
TF1406.CFE,2013-11-04 00:00:00,101303.SZ,4.5992,110002.IB,4.5737,010512.SH,3.5312,101303.SZ,4.5992
TF1406.CFE,2013-11-05 00:00:00,110002.IB,4.7905,110002.IB,4.7905,010512.SH,3.3989,101308.SZ,4.6431
TF1406.CFE,2013-11-06 00:00:00,110002.IB,5.0844,110002.IB,5.0844,,nan,101303.SZ,4.4512
TF1406.CFE,2013-11-07 00:00:00,130015.IB,5.1576,130015.IB,5.1576,,nan,101303.SZ,4.7086
TF1406.CFE,2013-11-08 00:00:00,130020.IB,5.0446,130020.IB,5.0446,019315.SH,5.3879,101308.SZ,4.6306
TF1406.CFE,2013-11-11 00:00:00,130020.IB,5.0439,130020.IB,5.0439,019315.SH,4.8575,101308.SZ,4.0621
TF1406.CFE,2013-11-12 00:00:00,130008.IB,4.8405,130008.IB,4.8405,010512.SH,4.2181,101308.SZ,4.0086
TF1406.CFE,2013-11-13 00:00:00,130003.IB,4.1011,130003.IB,4.1011,019315.SH,4.8116,101308.SZ,3.8232
TF1406.CFE,2013-11-14 00:00:00,110002.IB,5.7247,110002.IB,5.7247,019315.SH,4.4003,101308.SZ,4.2418
TF1406.CFE,2013-11-15 00:00:00,130020.IB,5.5593,130020.IB,5.5593,019216.SH,17.2557,101308.SZ,6.6614
TF1406.CFE,2013-11-18 00:00:00,110002.IB,5.8835,110002.IB,5.8835,019216.SH,10.7131,101308.SZ,5.5442
TF1406.CFE,2013-11-19 00:00:00,130020.IB,5.4506,130020.IB,5.4506,010512.SH,4.7201,101308.SZ,6.2928
TF1406.CFE,2013-11-20 00:00:00,110002.IB,6.8778,110002.IB,6.8778,010512.SH,4.3096,101308.SZ,5.8881
TF1406.CFE,2013-11-21 00:00:00,130020.IB,6.1132,130020.IB,6.1132,010512.SH,5.4103,,nan
TF1406.CFE,2013-11-22 00:00:00,130003.IB,5.5448,130003.IB,5.5448,010512.SH,5.9381,101308.SZ,7.4705
TF1406.CFE,2013-11-25 00:00:00,110002.IB,5.8145,110002.IB,5.8145,010512.SH,4.1515,101303.SZ,5.8706
TF1406.CFE,2013-11-26 00:00:00,110002.IB,6.1831,110002.IB,6.1831,010512.SH,5.1093,101308.SZ,5.5451
TF1406.CFE,2013-11-27 00:00:00,110002.IB,6.9727,110002.IB,6.9727,010512.SH,5.7415,101308.SZ,6.1566
TF1406.CFE,2013-11-28 00:00:00,110008.IB,7.1931,110008.IB,7.1931,010512.SH,6.4469,101308.SZ,7.7662
TF1406.CFE,2013-11-29 00:00:00,101315.SZ,6.002,130020.IB,5.5465,010512.SH,6.3301,101315.SZ,6.002
TF1406.CFE,2013-12-02 00:00:00,101308.SZ,5.6941,130015.IB,5.1329,010512.SH,5.9643,101308.SZ,5.6941
TF1406.CFE,2013-12-03 00:00:00,100012.IB,6.3137,100012.IB,6.3137,,nan,101308.SZ,6.7638
TF1406.CFE,2013-12-04 00:00:00,130015.IB,5.0536,130015.IB,5.0536,010512.SH,6.0061,101308.SZ,4.7075
TF1406.CFE,2013-12-05 00:00:00,110002.IB,5.3759,110002.IB,5.3759,010512.SH,5.643,101308.SZ,4.4278
TF1406.CFE,2013-12-06 00:00:00,130008.IB,5.7181,130008.IB,5.7181,010512.SH,5.8518,101308.SZ,6.2483
TF1406.CFE,2013-12-09 00:00:00,110002.IB,5.4847,110002.IB,5.4847,010512.SH,5.2415,101303.SZ,5.0318
TF1406.CFE,2013-12-10 00:00:00,130020.IB,5.7256,130020.IB,5.7256,010512.SH,4.8938,101320.SZ,6.1283
TF1406.CFE,2013-12-11 00:00:00,100012.IB,5.3865,100012.IB,5.3865,010512.SH,4.4316,101308.SZ,5.169
TF1406.CFE,2013-12-12 00:00:00,110002.IB,7.3374,110002.IB,7.3374,010512.SH,6.1878,101308.SZ,5.7012
TF1406.CFE,2013-12-13 00:00:00,101308.SZ,6.5083,130003.IB,5.0089,010512.SH,5.5117,101308.SZ,6.5083
TF1406.CFE,2013-12-16 00:00:00,130015.IB,4.4921,130015.IB,4.4921,010512.SH,6.0202,101308.SZ,6.0055
TF1406.CFE,2013-12-17 00:00:00,130008.IB,5.4911,130008.IB,5.4911,010512.SH,4.9346,101303.SZ,4.3569
TF1406.CFE,2013-12-18 00:00:00,130020.IB,5.3593,130020.IB,5.3593,,nan,,nan
TF1406.CFE,2013-12-19 00:00:00,110002.IB,5.9447,110002.IB,5.9447,019315.SH,2.8271,101308.SZ,5.6396
TF1406.CFE,2013-12-20 00:00:00,130020.IB,5.2666,130020.IB,5.2666,010512.SH,6.8517,101308.SZ,5.0927
TF1406.CFE,2013-12-23 00:00:00,130020.IB,5.5059,130020.IB,5.5059,010512.SH,9.5127,101320.SZ,7.9893
TF1406.CFE,2013-12-24 00:00:00,101308.SZ,7.3251,130015.IB,5.4891,010512.SH,9.2724,101308.SZ,7.3251
TF1406.CFE,2013-12-25 00:00:00,101320.SZ,7.7836,130020.IB,7.5844,010512.SH,9.6872,101320.SZ,7.7836
TF1406.CFE,2013-12-26 00:00:00,130020.IB,5.6433,130020.IB,5.6433,010512.SH,9.5521,101308.SZ,7.0685
TF1406.CFE,2013-12-27 00:00:00,130015.IB,5.7955,130015.IB,5.7955,010512.SH,9.1611,101315.SZ,6.7172
TF1406.CFE,2013-12-30 00:00:00,130015.IB,5.7119,130015.IB,5.7119,019012.SH,6.2964,101308.SZ,7.2289
TF1406.CFE,2013-12-31 00:00:00,130015.IB,11.6884,130015.IB,11.6884,010512.SH,9.943,,nan
TF1406.CFE,2014-01-02 00:00:00,130015.IB,6.2136,130015.IB,6.2136,010512.SH,8.6372,,nan
TF1406.CFE,2014-01-03 00:00:00,130008.IB,6.0228,130008.IB,6.0228,010512.SH,9.3612,,nan
TF1406.CFE,2014-01-06 00:00:00,019012.SH,9.0636,130015.IB,5.7962,019012.SH,9.0636,101320.SZ,6.7555
TF1406.CFE,2014-01-07 00:00:00,130015.IB,5.8079,130015.IB,5.8079,010512.SH,10.1392,,nan
TF1406.CFE,2014-01-08 00:00:00,130008.IB,6.2988,130008.IB,6.2988,010512.SH,10.6504,101320.SZ,7.7268
TF1406.CFE,2014-01-09 00:00:00,101315.SZ,5.8254,130020.IB,5.6164,010512.SH,9.6598,101315.SZ,5.8254
TF1406.CFE,2014-01-10 00:00:00,010512.SH,11.2529,130015.IB,5.7066,010512.SH,11.2529,101315.SZ,5.8684
TF1406.CFE,2014-01-13 00:00:00,130015.IB,5.5094,130015.IB,5.5094,019323.SH,-2.7091,101308.SZ,6.6199
TF1406.CFE,2014-01-14 00:00:00,130020.IB,5.532,130020.IB,5.532,010512.SH,10.4961,,nan
TF1406.CFE,2014-01-15 00:00:00,130008.IB,6.155,130008.IB,6.155,010512.SH,11.8597,101303.SZ,9.4432
TF1406.CFE,2014-01-16 00:00:00,130008.IB,6.2026,130008.IB,6.2026,019323.SH,-2.2487,101315.SZ,7.3063
TF1406.CFE,2014-01-17 00:00:00,130008.IB,6.404,130008.IB,6.404,019216.SH,3.3108,101315.SZ,7.1994
TF1406.CFE,2014-01-20 00:00:00,130008.IB,5.9568,130008.IB,5.9568,019121.SH,-5.2598,101315.SZ,7.8572
TF1406.CFE,2014-01-21 00:00:00,100012.IB,6.7251,100012.IB,6.7251,010512.SH,9.373,101308.SZ,8.1608
TF1406.CFE,2014-01-22 00:00:00,010512.SH,8.9583,140003.IB,5.9727,010512.SH,8.9583,101308.SZ,9.9674
TF1406.CFE,2014-01-23 00:00:00,140003.IB,5.7045,140003.IB,5.7045,010512.SH,8.9302,101308.SZ,7.4461
TF1406.CFE,2014-01-24 00:00:00,130015.IB,5.7733,130015.IB,5.7733,019303.SH,10.1953,101308.SZ,7.4859
TF1406.CFE,2014-01-27 00:00:00,130008.IB,6.2753,130008.IB,6.2753,019303.SH,3.3598,101315.SZ,9.0339
TF1406.CFE,2014-01-28 00:00:00,130020.IB,5.2892,130020.IB,5.2892,010512.SH,8.4583,101303.SZ,6.8376
TF1406.CFE,2014-01-29 00:00:00,130015.IB,5.4782,130015.IB,5.4782,019303.SH,5.5471,101308.SZ,2.8394
TF1406.CFE,2014-01-30 00:00:00,130020.IB,4.9305,130020.IB,4.9305,019303.SH,5.0671,,nan
TF1406.CFE,2014-02-07 00:00:00,110008.IB,7.6201,110008.IB,7.6201,,nan,101308.SZ,5.7183
TF1406.CFE,2014-02-10 00:00:00,100012.IB,7.5156,100012.IB,7.5156,019303.SH,4.7781,101308.SZ,2.8865
TF1406.CFE,2014-02-11 00:00:00,110008.IB,7.6467,110008.IB,7.6467,010512.SH,8.5369,101308.SZ,5.5169
TF1406.CFE,2014-02-12 00:00:00,110008.IB,7.3438,110008.IB,7.3438,010512.SH,6.7339,101308.SZ,3.1608
TF1406.CFE,2014-02-13 00:00:00,110008.IB,7.6358,110008.IB,7.6358,019308.SH,8.1588,101303.SZ,1.5121
TF1406.CFE,2014-02-14 00:00:00,110008.IB,7.7064,110008.IB,7.7064,010512.SH,7.5101,101315.SZ,8.9695
TF1406.CFE,2014-02-17 00:00:00,110008.IB,7.0847,110008.IB,7.0847,010512.SH,6.984,101315.SZ,7.6541
TF1406.CFE,2014-02-18 00:00:00,130020.IB,4.7715,130020.IB,4.7715,010512.SH,6.2143,101308.SZ,5.3748
TF1406.CFE,2014-02-19 00:00:00,130020.IB,4.7608,130020.IB,4.7608,010512.SH,7.1717,101303.SZ,5.6913
TF1406.CFE,2014-02-20 00:00:00,130015.IB,8.0593,130015.IB,8.0593,,nan,101308.SZ,5.4023
TF1406.CFE,2014-02-21 00:00:00,130015.IB,8.2449,130015.IB,8.2449,,nan,,nan
TF1406.CFE,2014-02-24 00:00:00,130015.IB,9.0656,130015.IB,9.0656,010512.SH,7.6146,101303.SZ,0.7473
TF1406.CFE,2014-02-25 00:00:00,110002.IB,7.2129,110002.IB,7.2129,019315.SH,5.4039,,nan
TF1406.CFE,2014-02-26 00:00:00,140003.IB,6.6384,140003.IB,6.6384,010512.SH,5.5949,,nan
TF1406.CFE,2014-02-27 00:00:00,130015.IB,4.4114,130015.IB,4.4114,010512.SH,8.1841,101315.SZ,8.1637
TF1406.CFE,2014-02-28 00:00:00,130015.IB,4.4213,130015.IB,4.4213,010512.SH,6.0133,101308.SZ,4.6242
TF1406.CFE,2014-03-03 00:00:00,019216.SH,7.4027,130020.IB,4.7314,019216.SH,7.4027,101315.SZ,6.5164
TF1406.CFE,2014-03-04 00:00:00,130020.IB,4.6056,130020.IB,4.6056,019216.SH,-4.8505,101308.SZ,4.1106
TF1406.CFE,2014-03-05 00:00:00,130008.IB,4.6038,130008.IB,4.6038,,nan,101308.SZ,3.9818
TF1406.CFE,2014-03-06 00:00:00,130020.IB,4.5331,130020.IB,4.5331,,nan,101308.SZ,6.1921
TF1406.CFE,2014-03-07 00:00:00,130020.IB,4.4566,130020.IB,4.4566,010512.SH,7.2584,101308.SZ,5.3467
TF1406.CFE,2014-03-10 00:00:00,130015.IB,4.4048,130015.IB,4.4048,010512.SH,7.8774,101308.SZ,3.9145
TF1406.CFE,2014-03-11 00:00:00,130015.IB,4.4498,130015.IB,4.4498,019012.SH,-7.7699,101303.SZ,0.5814
TF1406.CFE,2014-03-12 00:00:00,130015.IB,4.7363,130015.IB,4.7363,,nan,101308.SZ,4.0037
TF1406.CFE,2014-03-13 00:00:00,130008.IB,5.0276,130008.IB,5.0276,010512.SH,8.6619,101308.SZ,6.3925
TF1406.CFE,2014-03-14 00:00:00,130008.IB,4.7817,130008.IB,4.7817,010512.SH,8.6316,101308.SZ,4.9627
TF1406.CFE,2014-03-17 00:00:00,130020.IB,5.1158,130020.IB,5.1158,019012.SH,-7.8785,,nan
TF1406.CFE,2014-03-18 00:00:00,130015.IB,4.5197,130015.IB,4.5197,019012.SH,-44.5392,101308.SZ,4.3168
TF1406.CFE,2014-03-19 00:00:00,140003.IB,3.9398,140003.IB,3.9398,010512.SH,8.1768,101303.SZ,3.498
TF1406.CFE,2014-03-20 00:00:00,130015.IB,4.2498,130015.IB,4.2498,010512.SH,8.2964,101308.SZ,6.74
TF1406.CFE,2014-03-21 00:00:00,130020.IB,4.5971,130020.IB,4.5971,010512.SH,7.6354,101308.SZ,7.4556
TF1406.CFE,2014-03-24 00:00:00,130008.IB,5.1055,130008.IB,5.1055,,nan,101308.SZ,6.9064
TF1406.CFE,2014-03-25 00:00:00,130020.IB,4.4164,130020.IB,4.4164,010512.SH,3.4593,101308.SZ,6.8325
TF1406.CFE,2014-03-26 00:00:00,130008.IB,4.8311,130008.IB,4.8311,010512.SH,9.0056,101303.SZ,3.6669
TF1406.CFE,2014-03-27 00:00:00,130015.IB,4.0752,130015.IB,4.0752,,nan,101320.SZ,4.657
TF1406.CFE,2014-03-28 00:00:00,130015.IB,4.0352,130015.IB,4.0352,019216.SH,21.9745,101308.SZ,7.1003
TF1406.CFE,2014-03-31 00:00:00,130015.IB,3.9406,130015.IB,3.9406,010512.SH,8.8818,101308.SZ,6.9135
TF1406.CFE,2014-04-01 00:00:00,130015.IB,4.2724,130015.IB,4.2724,010512.SH,7.3139,101308.SZ,6.5998
TF1406.CFE,2014-04-02 00:00:00,130015.IB,3.9408,130015.IB,3.9408,010512.SH,5.9557,,nan
TF1406.CFE,2014-04-03 00:00:00,140003.IB,2.0696,140003.IB,2.0696,010512.SH,6.2707,101308.SZ,4.5198
TF1406.CFE,2014-04-04 00:00:00,130015.IB,4.0331,130015.IB,4.0331,010512.SH,4.8854,101308.SZ,1.2356
TF1406.CFE,2014-04-08 00:00:00,130020.IB,5.467,130020.IB,5.467,010512.SH,5.4747,,nan
TF1406.CFE,2014-04-09 00:00:00,130015.IB,3.9012,130015.IB,3.9012,010512.SH,6.9306,,nan
TF1406.CFE,2014-04-10 00:00:00,130015.IB,4.2768,130015.IB,4.2768,010512.SH,6.7432,101303.SZ,16.2966
TF1406.CFE,2014-04-11 00:00:00,130020.IB,4.3778,130020.IB,4.3778,010512.SH,11.1134,,nan
TF1406.CFE,2014-04-14 00:00:00,130008.IB,4.5084,130008.IB,4.5084,010512.SH,4.3992,101308.SZ,4.1255
TF1406.CFE,2014-04-15 00:00:00,130020.IB,8.7854,130020.IB,8.7854,010512.SH,7.5565,,nan
TF1406.CFE,2014-04-16 00:00:00,130020.IB,8.6319,130020.IB,8.6319,010512.SH,7.9862,101303.SZ,12.7597
TF1406.CFE,2014-04-17 00:00:00,130015.IB,4.0669,130015.IB,4.0669,010512.SH,5.5301,101308.SZ,7.7338
TF1406.CFE,2014-04-18 00:00:00,130015.IB,4.2956,130015.IB,4.2956,010512.SH,5.352,101303.SZ,11.4063
TF1406.CFE,2014-04-21 00:00:00,130015.IB,4.1591,130015.IB,4.1591,010512.SH,5.4256,101315.SZ,12.3604
TF1406.CFE,2014-04-22 00:00:00,130015.IB,4.2851,130015.IB,4.2851,010512.SH,7.2947,101308.SZ,15.5996
TF1406.CFE,2014-04-23 00:00:00,019108.SH,5.7648,130020.IB,3.556,019108.SH,5.7648,101308.SZ,14.163
TF1406.CFE,2014-04-24 00:00:00,019108.SH,5.5995,130008.IB,5.5392,019108.SH,5.5995,101308.SZ,10.3747
TF1406.CFE,2014-04-25 00:00:00,130008.IB,4.7737,130008.IB,4.7737,019216.SH,-2.765,101308.SZ,13.4223
TF1406.CFE,2014-04-28 00:00:00,101320.SZ,4.7167,130015.IB,3.1412,010512.SH,10.3372,101320.SZ,4.7167
TF1406.CFE,2014-04-29 00:00:00,101320.SZ,14.1199,130020.IB,4.4402,010512.SH,12.9971,101320.SZ,14.1199
TF1406.CFE,2014-04-30 00:00:00,130008.IB,4.0853,130008.IB,4.0853,010512.SH,12.6145,101303.SZ,10.4555
TF1406.CFE,2014-05-05 00:00:00,130008.IB,5.0218,130008.IB,5.0218,010512.SH,12.362,101315.SZ,16.2039
TF1406.CFE,2014-05-06 00:00:00,130008.IB,4.1871,130008.IB,4.1871,010512.SH,9.1355,101308.SZ,16.253
TF1406.CFE,2014-05-07 00:00:00,130015.IB,3.735,130015.IB,3.735,010512.SH,8.5214,101308.SZ,13.9422
TF1406.CFE,2014-05-08 00:00:00,130008.IB,3.5428,130008.IB,3.5428,010512.SH,7.1386,101303.SZ,11.5065
TF1406.CFE,2014-05-09 00:00:00,130008.IB,8.1542,130008.IB,8.1542,010512.SH,6.6899,101303.SZ,5.7775
TF1406.CFE,2014-05-12 00:00:00,130015.IB,1.5803,130015.IB,1.5803,010512.SH,2.7833,101315.SZ,20.1897
TF1406.CFE,2014-05-13 00:00:00,101315.SZ,8.9818,130015.IB,2.0972,010512.SH,2.2731,101315.SZ,8.9818
TF1406.CFE,2014-05-14 00:00:00,130015.IB,1.22,130015.IB,1.22,019216.SH,-3.0728,101308.SZ,7.8934
TF1406.CFE,2014-05-15 00:00:00,130015.IB,0.4056,130015.IB,0.4056,010512.SH,-4.8468,,nan
TF1406.CFE,2014-05-16 00:00:00,130008.IB,0.3691,130008.IB,0.3691,019303.SH,2.4817,101308.SZ,6.4691
TF1406.CFE,2014-05-19 00:00:00,130015.IB,-0.5939,130015.IB,-0.5939,019308.SH,21.491,101315.SZ,6.8759
TF1406.CFE,2014-05-20 00:00:00,130015.IB,-1.0668,130015.IB,-1.0668,010512.SH,9.8765,101308.SZ,8.3253
TF1406.CFE,2014-05-21 00:00:00,130015.IB,-0.5891,130015.IB,-0.5891,010512.SH,4.4712,101403.SZ,-1.0251
TF1406.CFE,2014-05-22 00:00:00,101308.SZ,7.2801,130015.IB,0.6305,019308.SH,5.7895,101308.SZ,7.2801
TF1406.CFE,2014-05-23 00:00:00,101308.SZ,0.7577,050012.IB,0.6721,010512.SH,2.0318,101308.SZ,0.7577
TF1406.CFE,2014-05-26 00:00:00,130015.IB,-0.8973,130015.IB,-0.8973,010512.SH,1.2212,101315.SZ,10.9886
TF1406.CFE,2014-05-27 00:00:00,130015.IB,-1.9914,130015.IB,-1.9914,019012.SH,25.7291,101308.SZ,14.2433
TF1406.CFE,2014-05-28 00:00:00,130008.IB,-0.7423,130008.IB,-0.7423,019308.SH,16.8476,101308.SZ,14.1295
TF1406.CFE,2014-05-29 00:00:00,019308.SH,12.6874,130015.IB,-0.4906,019308.SH,12.6874,101303.SZ,24.7706
TF1406.CFE,2014-05-30 00:00:00,130008.IB,5.807,130008.IB,5.807,010512.SH,15.3803,101303.SZ,26.6984
TF1406.CFE,2014-06-03 00:00:00,130008.IB,9.3831,130008.IB,9.3831,010512.SH,31.2454,,nan
TF1406.CFE,2014-06-04 00:00:00,101308.SZ,9.3247,130015.IB,6.8939,019308.SH,4.0654,101308.SZ,9.3247
TF1406.CFE,2014-06-05 00:00:00,130015.IB,-0.973,130015.IB,-0.973,,nan,101303.SZ,33.7019
TF1406.CFE,2014-06-06 00:00:00,130015.IB,-1.9478,130015.IB,-1.9478,010512.SH,24.5576,,nan
TF1406.CFE,2014-06-09 00:00:00,101308.SZ,5.3745,130008.IB,3.3136,019315.SH,-1.9675,101308.SZ,5.3745
TF1406.CFE,2014-06-10 00:00:00,130020.IB,-4.177,130020.IB,-4.177,010512.SH,32.3932,101308.SZ,-22.4596
TF1406.CFE,2014-06-11 00:00:00,130020.IB,-8.1641,130020.IB,-8.1641,010512.SH,37.8131,101320.SZ,6.509
TF1406.CFE,2014-06-12 00:00:00,130015.IB,-6.9124,130015.IB,-6.9124,019303.SH,-40.794,101320.SZ,62.1755
TF1406.CFE,2014-06-13 00:00:00,110021.IB,95.9264,110021.IB,95.9264,019408.SH,-217.4224,101320.SZ,56.1642
TF1409.CFE,2013-12-16 00:00:00,130015.IB,4.0605,130015.IB,4.0605,010512.SH,4.96,101308.SZ,4.9595
TF1409.CFE,2013-12-17 00:00:00,130008.IB,5.3792,130008.IB,5.3792,010512.SH,4.9953,101303.SZ,4.5994
TF1409.CFE,2013-12-18 00:00:00,130020.IB,5.1497,130020.IB,5.1497,,nan,,nan
TF1409.CFE,2013-12-19 00:00:00,110002.IB,5.6294,110002.IB,5.6294,019315.SH,3.5163,101308.SZ,5.3249
TF1409.CFE,2013-12-20 00:00:00,130020.IB,4.9925,130020.IB,4.9925,010512.SH,6.0481,101308.SZ,4.8778
TF1409.CFE,2013-12-23 00:00:00,130015.IB,5.2838,130015.IB,5.2838,010512.SH,7.9386,101320.SZ,6.926
TF1409.CFE,2013-12-24 00:00:00,101315.SZ,6.5628,130015.IB,5.4597,010512.SH,7.8215,101315.SZ,6.5628
TF1409.CFE,2013-12-25 00:00:00,101320.SZ,6.818,130020.IB,6.6856,010512.SH,8.0804,101320.SZ,6.818
TF1409.CFE,2013-12-26 00:00:00,130020.IB,5.375,130020.IB,5.375,010512.SH,7.9637,101308.SZ,6.3258
TF1409.CFE,2013-12-27 00:00:00,130015.IB,5.7225,130015.IB,5.7225,010512.SH,7.7861,101315.SZ,6.3567
TF1409.CFE,2013-12-30 00:00:00,110015.IB,10.9255,110015.IB,10.9255,019012.SH,5.7371,101308.SZ,6.3553
TF1409.CFE,2013-12-31 00:00:00,130015.IB,9.3893,130015.IB,9.3893,010512.SH,7.9308,,nan
TF1409.CFE,2014-01-02 00:00:00,130015.IB,5.7866,130015.IB,5.7866,010512.SH,7.1965,,nan
TF1409.CFE,2014-01-03 00:00:00,130008.IB,5.612,130008.IB,5.612,010512.SH,7.7802,,nan
TF1409.CFE,2014-01-06 00:00:00,019012.SH,7.6043,130015.IB,5.6455,019012.SH,7.6043,101320.SZ,6.1078
TF1409.CFE,2014-01-07 00:00:00,130015.IB,5.6034,130015.IB,5.6034,010512.SH,8.2409,,nan
TF1409.CFE,2014-01-08 00:00:00,130008.IB,5.6832,130008.IB,5.6832,010512.SH,8.4784,101320.SZ,6.5998
TF1409.CFE,2014-01-09 00:00:00,101315.SZ,5.5721,130015.IB,5.3454,010512.SH,7.8774,101315.SZ,5.5721
TF1409.CFE,2014-01-10 00:00:00,010512.SH,8.9152,130015.IB,5.5135,010512.SH,8.9152,101315.SZ,5.6214
TF1409.CFE,2014-01-13 00:00:00,130015.IB,5.3613,130015.IB,5.3613,019323.SH,-0.0235,101315.SZ,6.0672
TF1409.CFE,2014-01-14 00:00:00,130015.IB,5.3169,130015.IB,5.3169,010512.SH,8.3647,,nan
TF1409.CFE,2014-01-15 00:00:00,130008.IB,5.4675,130008.IB,5.4675,010512.SH,9.0719,101303.SZ,7.5375
TF1409.CFE,2014-01-16 00:00:00,130008.IB,5.5526,130008.IB,5.5526,019323.SH,0.2066,101315.SZ,6.4356
TF1409.CFE,2014-01-17 00:00:00,130008.IB,5.6775,130008.IB,5.6775,019323.SH,-0.789,101315.SZ,6.3615
TF1409.CFE,2014-01-20 00:00:00,130008.IB,5.3589,130008.IB,5.3589,019121.SH,-1.6667,101315.SZ,6.7446
TF1409.CFE,2014-01-21 00:00:00,100012.IB,5.7812,100012.IB,5.7812,010512.SH,7.4291,101308.SZ,6.6834
TF1409.CFE,2014-01-22 00:00:00,010512.SH,7.0363,140003.IB,5.2039,010512.SH,7.0363,101308.SZ,7.675
TF1409.CFE,2014-01-23 00:00:00,140003.IB,5.072,140003.IB,5.072,010512.SH,7.0492,101308.SZ,6.1393
TF1409.CFE,2014-01-24 00:00:00,130015.IB,5.2684,130015.IB,5.2684,019303.SH,7.8489,101308.SZ,6.1856
TF1409.CFE,2014-01-27 00:00:00,130008.IB,5.3548,130008.IB,5.3548,019303.SH,3.5533,101315.SZ,7.2652
TF1409.CFE,2014-01-28 00:00:00,130015.IB,5.0903,130015.IB,5.0903,010512.SH,6.9056,101303.SZ,5.9086
TF1409.CFE,2014-01-29 00:00:00,130015.IB,5.1054,130015.IB,5.1054,019303.SH,4.9996,101308.SZ,3.3602
TF1409.CFE,2014-01-30 00:00:00,130020.IB,4.63,130020.IB,4.63,019303.SH,4.701,,nan
TF1409.CFE,2014-02-07 00:00:00,110019.IB,7.8706,110019.IB,7.8706,,nan,101308.SZ,5.1345
TF1409.CFE,2014-02-10 00:00:00,110019.IB,7.5952,110019.IB,7.5952,019303.SH,4.5617,101308.SZ,3.4631
TF1409.CFE,2014-02-11 00:00:00,110019.IB,7.9387,110019.IB,7.9387,010512.SH,6.7025,101308.SZ,4.9433
TF1409.CFE,2014-02-12 00:00:00,110019.IB,7.9269,110019.IB,7.9269,010512.SH,5.7595,101308.SZ,3.6812
TF1409.CFE,2014-02-13 00:00:00,110019.IB,8.0522,110019.IB,8.0522,019308.SH,6.5736,101303.SZ,2.6836
TF1409.CFE,2014-02-14 00:00:00,110019.IB,8.1741,110019.IB,8.1741,010512.SH,6.1312,101315.SZ,7.1969
TF1409.CFE,2014-02-17 00:00:00,110019.IB,7.8094,110019.IB,7.8094,010512.SH,5.888,101315.SZ,6.4613
TF1409.CFE,2014-02-18 00:00:00,130015.IB,4.7463,130015.IB,4.7463,019119.SH,20.6378,101308.SZ,4.993
TF1409.CFE,2014-02-19 00:00:00,130015.IB,4.7039,130015.IB,4.7039,019119.SH,14.0169,101303.SZ,5.1774
TF1409.CFE,2014-02-20 00:00:00,130015.IB,6.858,130015.IB,6.858,,nan,101308.SZ,5.1601
TF1409.CFE,2014-02-21 00:00:00,130015.IB,6.9352,130015.IB,6.9352,,nan,,nan
TF1409.CFE,2014-02-24 00:00:00,130015.IB,7.3542,130015.IB,7.3542,010512.SH,6.3254,101303.SZ,2.4721
TF1409.CFE,2014-02-25 00:00:00,110015.IB,6.4886,110015.IB,6.4886,019315.SH,5.1266,,nan
TF1409.CFE,2014-02-26 00:00:00,140003.IB,5.9496,140003.IB,5.9496,010512.SH,5.3498,,nan
TF1409.CFE,2014-02-27 00:00:00,100019.IB,5.3315,100019.IB,5.3315,010512.SH,6.6629,101315.SZ,6.8458
TF1409.CFE,2014-02-28 00:00:00,130015.IB,4.6915,130015.IB,4.6915,019119.SH,6.4772,101308.SZ,4.7009
TF1409.CFE,2014-03-03 00:00:00,130020.IB,4.8609,130020.IB,4.8609,010512.SH,4.3593,101315.SZ,5.9912
TF1409.CFE,2014-03-04 00:00:00,130015.IB,4.97,130015.IB,4.97,,nan,101308.SZ,4.7125
TF1409.CFE,2014-03-05 00:00:00,130015.IB,5.0323,130015.IB,5.0323,,nan,101308.SZ,4.6685
TF1409.CFE,2014-03-06 00:00:00,130015.IB,4.9601,130015.IB,4.9601,,nan,101308.SZ,5.7535
TF1409.CFE,2014-03-07 00:00:00,130020.IB,4.848,130020.IB,4.848,010512.SH,6.3501,101308.SZ,5.3389
TF1409.CFE,2014-03-10 00:00:00,130015.IB,4.9383,130015.IB,4.9383,010512.SH,6.6571,101308.SZ,4.5777
TF1409.CFE,2014-03-11 00:00:00,100019.IB,5.866,100019.IB,5.866,019012.SH,-1.5579,101303.SZ,2.8136
TF1409.CFE,2014-03-12 00:00:00,130015.IB,5.1249,130015.IB,5.1249,,nan,101308.SZ,4.6345
