DATE_ID,R_6M,R_1Y,R_2Y,R_3Y,R_4Y,R_5Y,R_6Y,R_7Y,R_8Y,R_9Y,R_10Y,R_15Y,R_20Y,R_30Y,R_10Y_5Y,R_10Y_2Y,FutYHret10_5,FutYHret10_2
2020/11/2,2.7787,2.7547,2.8698,2.9339,2.9467,2.9663,3.1633,3.2387,3.2099,3.1789,3.1801,3.6258,3.7435,3.85,21.38,31.03,20.67,39.67
2020/11/3,2.7637,2.7329,2.8622,2.9251,2.9405,2.9638,3.1545,3.2267,3.2021,3.1756,3.1775,3.6165,3.7375,3.845,21.37,31.53,20.33,39.67
2020/11/4,2.7481,2.73,2.8682,2.9322,2.9522,2.9815,3.155,3.2173,3.1978,3.1768,3.1797,3.6128,3.7351,3.84,19.82,31.15,19,38
2020/11/5,2.7482,2.7417,2.8837,2.9467,2.9649,2.992,3.1547,3.2127,3.1963,3.1786,3.1822,3.6145,3.7355,3.8475,19.02,29.85,17.67,35.67
2020/11/6,2.7593,2.774,2.9208,2.9785,3.0028,3.0374,3.1867,3.2377,3.2212,3.2035,3.2075,3.6362,3.7545,3.8725,17.01,28.67,16,33
2020/11/9,2.7643,2.7859,2.9247,2.9503,2.9943,3.0591,3.2098,3.2554,3.2409,3.2255,3.2301,3.6463,3.768,3.8875,17.1,30.54,16.67,35
2020/11/10,2.7689,2.7847,2.9258,2.9822,3.0092,3.0482,3.2062,3.258,3.2423,3.2258,3.2305,3.665,3.787,3.8875,18.23,30.47,18.33,35.67
2020/11/11,2.7988,2.8105,2.9417,2.9991,3.0221,3.056,3.212,3.2625,3.2475,3.2317,3.2365,3.6662,3.788,3.8925,18.05,29.48,18,34.33
2020/11/12,2.8001,2.8273,2.9529,2.9731,3.0123,3.0741,3.2343,3.2825,3.2659,3.2484,3.2527,3.6751,3.7951,3.895,17.86,29.98,17,32
2020/11/13,2.869,2.8489,2.9945,3.0451,3.0733,3.1136,3.2543,3.298,3.2855,3.2725,3.2779,3.6955,3.8154,3.9125,16.43,28.34,13.67,28.67
